Pickup_Kynseed |= 킨시드
Pickup_Description_671 |= 성장력이 강하고 맛이 강한\n 썸머다운 민트는 낭비되지 않습니다.
Pickup_672 |= 민트 위치 2
Pickup_Description_672 |= 썸머다운 허브는 모두 아침 햇살 속에서만\n 자라는 것 같습니다.
Pickup_673 |= 민트 사용법
Pickup_Description_673 |= 민트는 시원하고 재미있으며,\n 영혼을 진정시키고 흥분을 가라앉혀줍니다.
Pickup_674 |= 파슬리 위치 1
Pickup_Description_674 |= 파슬리, 파슬리, 푸르고 맑은\n 썸머다운에서 머리를 풀어주세요.
Pickup_675 |= 파슬리 위치 2
Pickup_Description_675 |= 아침 햇살이 파슬리의 볼을\n 따뜻하게 데워줍니다.
Pickup_676 |= 파슬리 사용법
Pickup_Description_676 |= 파슬리는 머리부터 아픈 발까지\n 깨끗하고 깔끔하게 치료합니다.
Pickup_677 |= 썩은 사과 위치 1
Pickup_Description_677 |= 사과를 링에 던지면 썩은 사과가 생깁니다.
Pickup_678 |= 썩은 사과 위치 2
Pickup_Description_678 |= 요정 반지에 사과를 넣으면, 가장 어두운 것을 좋아할 것입니다.
Pickup_679 |= 썩은 사과 사용법
Pickup_Description_679 |= 썩은 사과 독약, 그들은 공중을 아주 멋지게 날아갑니다!
Pickup_680 |= 무지개 버섯 위치 1
Pickup_Description_680 |= 광산이나 동굴 밖으로 나가면\n무지개 버섯이 파도를 일으킵니다.
Pickup_681 |= 무지개 버섯 위치 2
Pickup_Description_681 |= 무지개버섯은 비가 와서n싹이 나기를 기다리며 누워 있습니다.
Pickup_682 |= 무지개 버섯 사용법
Pickup_Description_682 |= 무지개 버섯 특성은 반발력을 갖고\n 용감하게 만들고 구름 냄새도 맡게 합니다.
Pickup_683 |= 휘슬뿌리 위치 1
Pickup_Description_683 |= 여름과 가을이 주는 감동,\n 휘슬뿌리를 보았을 때.
Pickup_684 |= 휘슬뿌리 위치 2
Pickup_Description_684 |= 자정이 지나야만,\n 휘슬뿌리를 찾을 수 있습니다.
Pickup_685 |= 휘슬뿌리 사용법
Pickup_Description_685 |= 배를 튼튼하게 하고 회복을 돕고,\n 휘슬러루트는 근육에 활력을 줍니다.
Pickup_358 |= 토끼 사탕 위치 1
Pickup_Description_358 |= 설탕에 절인 토끼는 매우 달콤합니다.\n 상점에서 구매하려면 발을 이용하세요!
Pickup_359 |= 토끼 사탕 위치 2
Pickup_Description_359 |= 가장 좋아하는 선물이자 매우 저렴한\n 토끼 사탕는 유용한 과자입니다.
Pickup_388 |= 토끼 사탕 사용법
Pickup_Description_388 |= 멋지고 멋진 우정을 원하시나요?\n 사탕으로 만든 토끼를 선물하세요.
Pickup_686 |= 다람쥐 사탕 위치 1
Pickup_Description_686 |= 다람쥐 사탕는 설탕이 풍부합니다.\n 가까운 상점에서 구입하세요!
Pickup_687 |= 다람쥐 사탕 위치 2
Pickup_Description_687 |= 생일 선물이 필요하신가요?\n 다람쥐 사탕를 경품으로 드립니다!
Pickup_688 |= 다람쥐 사탕 사용법
Pickup_Description_688 |= 맛있는 사탕에 담근 다람쥐,\n 우정을 쌓을때 매우 편리합니다.
Pickup_689 |= 돼지갈비 위치 1
Pickup_Description_689 |= 돼지에게 가스가 찬 사과를 주고,\n 돼지고기에 새총을 주면 번거로움이 없습니다.
Pickup_690 |= 돼지갈비 위치 2
Pickup_Description_690 |= 사랑스러운 암퇘지를 터뜨리고 싶지 않으신가요?\n 상점에서 돼지고기를 팔고 있으니 그곳으로 가보세요!
Pickup_691 |= 돼지갈비 사용법
Pickup_Description_691 |= 개는 이 고기를 완전히 좋아하고,\n 조금 치유하고, 당신을 강하게 만듭니다.
Pickup_692 |= 달걀 위치 1
Pickup_Description_692 |= 꼬꼬댁은 하루에 한 번씩 당신을 볼 때\n 산란할 준비가 된 것입니다.
Pickup_693 |= 달걀 위치 2
Pickup_Description_693 |= 새총을 쏘면 닭이 겁을 먹고\n달걀이 튀어나옵니다.
Pickup_694 |= 달걀 사용법
Pickup_Description_694 |= 계란은 힐링의 즐거움으로 가득하지만(만세!),\n동시에 도망치게 만들기도 합니다.
Pickup_695 |= 닭다리 위치 1
Pickup_Description_695 |= 가스가 찬 사과는 닭을 부풀게 하고,\n 새총은 닭을 아주 잘 터뜨립니다.
Pickup_696 |= 닭다리 위치 2
Pickup_Description_696 |= 닭다리은 브라스로 구입하면\n **을 터뜨리지 않아도 됩니다.
Pickup_697 |= 닭다리 사용법
Pickup_Description_697 |= 닭고기는 근육을 튼튼하게 하고,\n 치유하고, 강아지의 혀를 길게 만들어줍니다.
Pickup_698 |= 꿀 위치 1
Pickup_Description_698 |= 꿀벌은 겨울에 눈이 오면 동면하는데,\n이때 꿀이 모두 사라집니다.
Pickup_700 |= 꿀 사용법
Pickup_Description_700 |= 매력적인 꿀을 땅에 던지면\n속도가 느려지는 것으로 밝혀졌습니다.
Pickup_701 |= 우유 위치 1
Pickup_Description_701 |= 젖소는 하루에 두 번만 우유를 주므로\n통에 우유를 채우고 떠나세요!
Pickup_703 |= 우유 사용법
Pickup_Description_703 |= 우유가 어디에 쓰이는지 궁금하지만\n가끔 문 옆에 두고 가세요!
Pickup_704 |= 밀가루 위치 1
Pickup_Description_704 |= 밀가루는 맷돌에서 만들어지므로\n거인이 뼈를 갈듯이 갈아주세요.
Pickup_705 |= 밀가루 위치 2
Pickup_Description_705 |= 언덕 아래의 멜로우필드에서\n밀가루는 유명한 방앗간에서 생산됩니다.
Pickup_706 |= 밀가루 사용법
Pickup_Description_706 |= 밀가루는 파이와 빵에 사용되므로\n머리가 아닌 스토브를 사용하세요!
Pickup_587 |= 심장뿌리 위치 1
Pickup_Description_587 |= 에르그린의 땅에서는\n튼튼한 심장뿌리를 볼 수 있습니다.
Pickup_588 |= 심장뿌리 위치 2
Pickup_Description_588 |= 홀수 날일 때,\n심장뿌리는 잠들어 있던 곳에서 깨어납니다.
Pickup_589 |= 심장뿌리 사용법
Pickup_Description_589 |= 심장뿌리를 씹으면 기운이 솟아나고,\n냄새는 좋지만 상당히 어두워집니다.
Pickup_360 |= 손가락 많은 물고기 위치 1
Pickup_Description_360 |= 많은 손가락의 물고기들이 분주하게 움직입니다.\n나무 인간들이 바스락거리는 곳에서요.
Pickup_373 |= 손가락 많은 물고기 위치 2
Pickup_Description_373 |= 에버그린 웅덩이에서는\n 손가락 많은 물고기를 볼 수 있습니다.
Pickup_374 |= 손가락 많은 물고기 사용법
Pickup_Description_374 |= 많은 손가락의 물고기는 나쁜 마음의 씨앗을 심지만\n적의 출혈을 일으키는 무기를 만듭니다.
Pickup_707 |= 청어 토스트
Pickup_Description_707 |= 식사를 해결하세요.
Pickup_708 |= 청어 토스트
Pickup_Description_708 |= 청어, 토마토, 바질.
Pickup_709 |= 걸쭉한 광주리
Pickup_Description_709 |= 수다스러운 기사에게 좋습니다.
Pickup_710 |= 걸쭉한 광주리
Pickup_Description_710 |= 엉겅퀴, 래디시, 당근.
Pickup_711 |= 수면 홍차
Pickup_Description_711 |= 경멸하는 맛이나는 나쁜 녀석.
Pickup_712 |= 수면 홍차
Pickup_Description_712 |= 블루베리, 카모마일, 버섯.
Pickup_713 |= 시비걸기 파이
Pickup_Description_713 |= 과녁의 흔적이 남아 있습니다.
Pickup_714 |= 시비걸기 파이
Pickup_Description_714 |= 창꼬치, 실버스케일, 파슬리.
Pickup_716 |= 구스베리 파이
Pickup_Description_716 |= 구스베리, 휘슬뿌리, 민트.
Pickup_717 |= 쟁기꾼 빵
Pickup_Description_717 |= 흥미로운 맛의 그물망.
Pickup_718 |= 쟁기꾼 빵
Pickup_Description_718 |= 배, 돼지갈비, 상추.
Pickup_719 |= 물고기 그물 육수
Pickup_Description_719 |= 프랑켄푸르터와 잘 어울립니다.
Pickup_720 |= 물고기 그물 육수
Pickup_Description_720 |= 체크무늬 처브, 폰드러커, 연어.
Pickup_721 |= 깃발고기 파이
Pickup_Description_721 |= 현수막을 만들 수 있습니다.
Pickup_722 |= 깃발고기 파이
Pickup_Description_722 |= 깃발고기, 깃발고기, 로리안테.
Pickup_723 |= 매콤한 닭고기 수프
Pickup_Description_723 |= 냄비에 넣고 푹 익힙니다.
Pickup_724 |= 매콤한 닭고기 수프
Pickup_Description_724 |= 생강, 닭다리, 쐐기풀.
Pickup_725 |= 구스베리 잼
Pickup_Description_725 |= 항아리는 이름이 없습니다.
Pickup_726 |= 구스베리 잼
Pickup_Description_726 |= 구스베리, 구스베리, 꿀.
Pickup_727 |= 노예와 잔디밭
Pickup_Description_727 |= 투박한 소스에.
Pickup_728 |= 노예와 잔디밭
Pickup_Description_728 |= 돼지갈비, 강 송어, 파슬리.
Pickup_729 |= 매운 치킨 샌드위치
Pickup_Description_729 |= 조류 참조.
Pickup_730 |= 매운 치킨 샌드위치
Pickup_Description_730 |= 닭다리, 상추, 백리향.
Pickup_731 |= 하늘을 담은 파이
Pickup_Description_731 |= 섬유질이 풍부합니다.
Pickup_732 |= 하늘을 담은 파이
Pickup_Description_732 |= 무지개 버섯, 피시 위시, 개박하.
Pickup_733 |= 스터비 커스터드
Pickup_Description_733 |= 포 페이스는 안 됩니다.
Pickup_734 |= 스터비 커스터드
Pickup_Description_734 |= 민트, 딸기, 꿀.
Pickup_735 |= 리스케비스크
Pickup_Description_735 |= 나무 냄새가 납니다.
Pickup_736 |= 리스케비스크
Pickup_Description_736 |= 달물고기, 바질, 바늘고기.
Pickup_737 |= 피시 굿존스
Pickup_Description_737 |= 달달한 느낌으로.
Pickup_738 |= 피시 굿존스
Pickup_Description_738 |= 연준모치, 백리향, 손가락 많은 물고기.
Pickup_739 |= 긴 빵
Pickup_Description_739 |= 가방에 넣으세요.
Pickup_740 |= 긴 빵
Pickup_Description_740 |= 장어, 파슬리, 바질.
Pickup_741 |= 심장뿌리
Pickup_Description_741 |= 고동쳐, 친구.
Pickup_647 |= 루아크라 위치 1
Pickup_Description_647 |= 루아크라가 부드럽게 흔들리는 곳,\n녹색 아이들이 놀이를 하는 곳.
Pickup_648 |= 루아크라 위치 2
Pickup_Description_648 |= 루아크라는 모든 것이 2로 나뉘는 날에\n당신을 감동시키기 위해 꽃을 피웁니다.
Pickup_649 |= 루아크라 사용법
Pickup_Description_649 |= 루아크라를 육수와 함께 섭취하면\n강인하고 용감해집니다.
Pickup_750 |= 지금은 잊어요 씨앗
Pickup_Description_750 |= 선물하면 NPC의 의견을\n중립으로 만드는 꽃을 재배합니다.
Pickup_751 |= 지금은 잊어요 꽃
Pickup_Description_751 |= 음... 그건... 음...
Pickup_752 |= 놉의 눈알
Pickup_Description_752 |= 끝까지 싸웠습니다.
Pickup_753 |= 영혼의 정수
Pickup_Description_753 |= 죽도록 좋습니다.
Pickup_754 |= 고대의 천
Pickup_Description_754 |= 팬티는 아니길 바랍니다.
Pickup_755 |= 밤의 꼬리
Pickup_Description_755 |= 아악 손님이 되세요.
Pickup_756 |= 검은 발
Pickup_Description_756 |= 추가 패딩.
Pickup_757 |= 누런 심장
Pickup_Description_757 |= 완전히 작동합니다.
Pickup_758 |= 마녀의 천
Pickup_Description_758 |= 건드리지 마세요.
Pickup_759 |= 자수정
Pickup_Description_759 |= 귀중한 색을 가지고있습니다.
Pickup_760 |= 야수 간
Pickup_Description_760 |= 양파 기사님들이 좋아하시더라고요.
Pickup_761 |= 야수 꼬리
Pickup_Description_761 |= 아름답습니다.
Pickup_762 |= 야수 발톱
Pickup_Description_762 |= 재능 있습니다.
Pickup_763 |= 님프의 날개
Pickup_Description_763 |= 설렘이 아니라니 믿을 수가 없네요.
Pickup_764 |= 유리 눈물
Pickup_Description_764 |= 유리 눈에서 흘러나왔나요?
Pickup_772 |= 부-두-두-원
Pickup_Description_772 |= 저주를 추방합니다.
Pickup_773 |= 쉬잇 옥수수죽
Pickup_Description_773 |= 더 개방적으로 행동하도록 장려합니다.
Pickup_142 |= 클로팅 크림
Pickup_Description_142 |= 클라레의 흐름을 막습니다.
Pickup_146 |= 경재 팅크제
Pickup_Description_146 |= 침대에 스프링을 설치합니다.
Pickup_749 |= 율리시스
Pickup_Description_749 |= 에미쿠스에게 그들이 얼마나 사랑스러운지 전해주세요.
Pickup_789 |= 복부 교정
Pickup_Description_789 |= 은색 (배) 안감.
Pickup_790 |= 걸리버 여행
Pickup_Description_790 |= 릴리는 그것을 자신의 뱃속에 넣었습니다.
Pickup_792 |= 번아웃
Pickup_Description_792 |= 화상 완화를 위한 올바른 기준.
Pickup_793 |= 블라인드 시어
Pickup_Description_793 |= 스파일링에서.
Pickup_795 |= 봄의 향기
Pickup_Description_795 |= 믹스 효과를 제공합니다.
Pickup_796 |= 냄새를 잡아라!
Pickup_Description_796 |= 게임용 왕좌를 위한 향기.
Pickup_798 |= 원거리 시력 물약
Pickup_Description_798 |= 우연한 작은 행복들.
Pickup_800 |= 불안감 제거
Pickup_Description_800 |= 불안합니다.
Pickup_802 |= 드람 스토커 연고
Pickup_Description_802 |= 관에 피가 고이는 것을 막습니다.
Pickup_804 |= 고운 수면 파우더
Pickup_Description_804 |= 당신을 혼수상태에 빠뜨립니다.
Pickup_807 |= 골절 안돼
Pickup_Description_807 |= 여러분도 골절에 대비할 수 있습니다.
Pickup_809 |= 응급 와드
Pickup_Description_809 |= 블레어 배수로 프로젝트.
Pickup_811 |= 시를 담은 로션
Pickup_Description_811 |= 대화에 능숙해집니다.
Pickup_813 |= 양귀비 퍼컵
Pickup_Description_813 |= 고통을 무디게 합니다.
Pickup_814 |= 움직이는 감정
Pickup_Description_814 |= 우울하고 침울하게 만듭니다.
Pickup_816 |= 디치 샤넬 No.8
Pickup_Description_816 |= 보스가 되세요.
Pickup_819 |= 고어 블리메이
Pickup_Description_819 |= 메리가 그 물집들을 터뜨릴 겁니다.
Pickup_820 |= 야수 약탈자
Pickup_Description_820 |= 부작용은 길들여져 있습니다.
Pickup_822 |= 꿀벌 사라짐
Pickup_Description_822 |= 두드러기를 제거하십시오.
Pickup_823 |= 버즈 오프
Pickup_Description_823 |= 여보, 나 좀 나아졌어.
Pickup_825 |= 징크스 음료
Pickup_Description_825 |= 주술이 사라졌어요.
Pickup_826 |= 스니치 브루
Pickup_Description_826 |= 나쁜 푸푸를 위한 나쁜 주주
Pickup_828 |= 콘스 테이블 솔트
Pickup_Description_828 |= 여기요! 웨인이 아주 잘 작동한다고 말했습니다.
Pickup_829 |= 시골뜨기
Pickup_Description_829 |= 오오오오... 아아아아.
Pickup_831 |= 버스트 고스터
Pickup_Description_831 |= 기분이 좋아집니다.
Pickup_832 |= 유령을 잡아라
Pickup_Description_832 |= 엄브렐라 코퍼레이션.
Pickup_837 |= 아크 에이드
Pickup_Description_837 |= 블럽바를 터트립니다.
Pickup_838 |= 파라세타몰 스타
Pickup_Description_838 |= 버블 메모리도 제거됩니다.
Pickup_840 |= 고해상도 솔루션
Pickup_Description_840 |= 2d이거나 2d가 아니거나.
Pickup_841 |= 8 비트 더스트
Pickup_Description_841 |= 사양하지 마세요.
Pickup_817 |= 실패한 치료제
Pickup_Description_817 |= 
Pickup_843 |= 실패한 치료제
Pickup_Description_843 |= 
Pickup_844 |= 실패한 치료제
Pickup_Description_844 |= 
Pickup_845 |= 파일 드라이버
Pickup_Description_845 |= 바닥 퇴마.
Pickup_846 |= 당황함
Pickup_Description_846 |= 뒤쳐지지 마세요.
Pickup_848 |= 마인드 블로어
Pickup_Description_848 |= 머리 크기를 줄여줍니다.
Pickup_849 |= 두개골 배수
Pickup_Description_849 |= 당신의 노긴을 위한 글로긴.
Pickup_821 |= 주디스의 매력적인 매력 부적
Pickup_Description_821 |= 부정적인 기쁨의 수레바퀴 결과로 인한 부정적인 효과를 절반으로 줄입니다.
Pickup_747 |= 루아크라
Pickup_Description_747 |= 잘 발음됩니다.
Pickup_746 |= 달 가시
Pickup_Description_746 |= 최고의 말을 남기지 않았습니다.
Pickup_165 |= 셰더리스 광석
Pickup_Description_165 |= 물질을 채굴했습니다.
Pickup_742 |= 엘더베리
Pickup_Description_742 |= 보이는 것만큼 고대의 맛을 느껴보세요.
Pickup_715 |= 황혼 체리
Pickup_Description_715 |= 황혼이 황혼 체리를 밝힙니다.
Pickup_748 |= 마가목 열매
Pickup_Description_748 |= 당신을 축복합니다.
Pickup_743 |= 로리안테
Pickup_Description_743 |= 진지한 물고기의 진지한 이름입니다.
Pickup_744 |= 바늘고기
Pickup_Description_744 |= 물이 짜증나요! 정말, 정말 짜증나요!
Pickup_745 |= 손가락 많은 물고기
Pickup_Description_745 |= 새의 눈으로 우리를 찾으세요.
Pickup_518 |= 셰더리스 양동이
Pickup_Description_518 |= 머리에 올려 놓지 마세요.
Pickup_257 |= 셰더리스 삽
Pickup_Description_257 |= 당신을 실망시킵니다.
Pickup_256 |= 셰더리스 낫
Pickup_Description_256 |= 절단을 잘하는 요정.
Pickup_248 |= 셰더리스 검
Pickup_Description_248 |= 날카로움. 강함 vs 오기르.
Pickup_251 |= 셰더리스 장신구
Pickup_Description_251 |= 반짝임은... 어... 셰더리스.
Pickup_254 |= 셰더리스 와드
Pickup_Description_254 |= 오이! 빅건! 이 와드를 전투 전에 착용하면 오기르의 체력이 감소합니다.
Pickup_824 |= 묽은 심장 뿌리 수프
Pickup_Description_824 |= 풍성하고 뿌리가 깊고 국물이 진합니다.
Pickup_827 |= 심장 뿌리 씨앗
Pickup_Description_827 |= 우리는 펄스를 선호합니다.
Pickup_830 |= 묽은 심장 뿌리 수프
Pickup_Description_830 |= 심장뿌리, 양배추, 알로에 베라.
Pickup_833 |= 피스카투틀
Pickup_Description_833 |= 새에게 휘파람을 불기 위해.
Pickup_834 |= 유리 렌즈
Pickup_Description_834 |= 언젠가 당신을 데려다줄 신비로운 선물입니다.
Pickup_835 |= 유리 렌즈
Pickup_Description_835 |= 옵스큐라에 딱 맞습니다. 헨지에서 사용해보세요.
Pickup_836 |= 유리 렌즈
Pickup_Description_836 |= 옵스큐라 렌즈, 헨지에서 사용해보세요.
Pickup_839 |= 묘지 탑 열쇠
Pickup_Description_839 |= 맞는 자물쇠를 찾아보세요.
Pickup_842 |= 돈 가방
Pickup_Description_842 |= 
Pickup_847 |= 루비 펜던트
Pickup_Description_847 |= 보너스 FP 획득 기회입니다.
Pickup_850 |= 사파이어 펜던트
Pickup_Description_850 |= 보너스 도구 XP를 얻을 수 있는 기회입니다.
Pickup_851 |= 다이아몬드 펜던트
Pickup_Description_851 |= 검이나 활의 치명타 확률이 증가합니다.
Pickup_852 |= 에메랄드 펜던트
Pickup_Description_852 |= 제작 결과에 별 1개를 추가할 수 있는 기회입니다.
Pickup_853 |= 범파 우유
Pickup_Description_853 |= 
Pickup_855 |= 실버스케일 위치 2
Pickup_Description_855 |= 실버스케일은 날이 어두워지지 않을 때면\n언제든 종달새를 좋아합니다.
Pickup_856 |= 실버스케일 사용법
Pickup_Description_856 |= 반짝이는 다트 실버스케일,\n 맛이 꽤 좋고 방귀도 멈춥니다.
Pickup_857 |= 실버스케일 위치 1
Pickup_Description_857 |= 물 속 어디에서나\n 실버스케일은 그래야 할 것처럼 반짝입니다.
Pickup_859 |= 저주고기 위치 1
Pickup_Description_859 |= 저주고기, 욕쟁이 바보들은\n 웅덩이가 아닌 연못에서 스스로를 완성합니다.
Pickup_860 |= 저주고기 위치 2
Pickup_Description_860 |= 천둥의 박수같은 저주고기, 방금 뭐라고했는지 궁금한가요?
Pickup_861 |= 저주고기 사용법
Pickup_Description_861 |= 저주고기는 입술에 힘을 빼고 진실을 말하지만\n 저주를 퍼붓기도 합니다.
Pickup_858 |= 치료 크림
Pickup_Description_858 |= HP의 감칠맛.
Pickup_862 |= 불꽃 약병
Pickup_Description_862 |= 애도할 때 불꽃 약병 냄새가 너무 좋아요.
Pickup_863 |= 악취 폭탄
Pickup_Description_863 |= 잘못 시작되었습니다.
Pickup_854 |= 거친 피부 파우더
Pickup_Description_854 |= 당신을 하드케이스로 만듭니다.
Pickup_864 |= 복부 교정
Pickup_Description_864 |= 은색 (배) 안감.
Pickup_865 |= 걸리버 여행
Pickup_Description_865 |= 릴리는 그것을 자신의 뱃속에 넣었습니다.
Pickup_866 |= 번아웃
Pickup_Description_866 |= 화상 완화를 위한 올바른 기준.
Pickup_867 |= 블라인드 시어
Pickup_Description_867 |= 영감을 줍니다.
Pickup_868 |= 봄의 향기
Pickup_Description_868 |= 믹스 효과를 제공합니다..
Pickup_869 |= 냄새를 잡아라!
Pickup_Description_869 |= 게임용 왕좌를 위한 향기.
Pickup_870 |= 원거리 시력 물약
Pickup_Description_870 |= 우연한 작은 행복들.
Pickup_871 |= 선명한 색의 물약
Pickup_Description_871 |= 보라색 구름이 울고 싶었던 적이 있나요? 이걸 받으세요.
Pickup_872 |= 펩 파우더
Pickup_Description_872 |= 당신의 봄에 한 걸음 더 다가가세요.
Pickup_873 |= 불안감 제거
Pickup_Description_873 |= 눈물도 두려움도 없습니다.
Pickup_874 |= 드람 스토커 연고
Pickup_Description_874 |= 관에 피가 고이는 것을 막습니다.
Pickup_875 |= 클로티드 크림
Pickup_Description_875 |= 클라레의 흐름을 막습니다.
Pickup_876 |= 고운 수면 파우더
Pickup_Description_876 |= 당신을 혼수상태에 빠뜨립니다.
Pickup_877 |= 낮잠 별 파우더
Pickup_Description_877 |= 잠들기 위해 짐을 내려놓으세요.
Pickup_878 |= 쉽게 가자 물약
Pickup_Description_878 |= 용기가 필요하군요.
Pickup_879 |= 플로팔롯 물약
Pickup_Description_879 |= 젠장, 추락하고 있어!
Pickup_880 |= 골절 안돼
Pickup_Description_880 |= 여러분도 골절에 대비할 수 있습니다.
Pickup_881 |= 연고-약
Pickup_Description_881 |= 근육통에 좋은 문지르기.
Pickup_882 |= 응급 와드
Pickup_Description_882 |= 블레어 배수로 프로젝트.
Pickup_883 |= 부-두-두-원
Pickup_Description_883 |= 저주를 추방합니다.
Pickup_884 |= 시를 담은 로션
Pickup_Description_884 |= 대화에 능숙해집니다.
Pickup_885 |= 쉬잇 옥수수죽
Pickup_Description_885 |= 더 개방적으로 행동하도록 장려합니다.
Pickup_886 |= 양귀비 퍼컵
Pickup_Description_886 |= 고통을 무디게 합니다.
Pickup_887 |= 움직이는 감정
Pickup_Description_887 |= 우울하고 침울하게 만듭니다.
Pickup_888 |= 디치 샤넬 No.8
Pickup_Description_888 |= 보스가 되세요.
Pickup_889 |= 경재 팅크제
Pickup_Description_889 |= 침대에 스프링을 설치합니다.
Pickup_890 |= 고어 블리메이
Pickup_Description_890 |= 메리가 그 물집들을 터뜨릴 겁니다.
Pickup_891 |= 야수 약탈자
Pickup_Description_891 |= 부작용은 길들여져 있습니다.
Pickup_892 |= 꿀벌 사라짐
Pickup_Description_892 |= 두드러기를 제거하십시오.
Pickup_893 |= 버즈 오프
Pickup_Description_893 |= 버즈 오프
Pickup_894 |= 징크스 음료
Pickup_Description_894 |= 주술이 사라졌어요.
Pickup_895 |= 스니치 브루
Pickup_Description_895 |= 나쁜 푸푸를 위한 나쁜 주주
Pickup_896 |= 콘스 테이블 솔트
Pickup_Description_896 |= 여기요! 웨인이 아주 잘 작동한다고 말했습니다.
Pickup_897 |= 시골뜨기
Pickup_Description_897 |= 오오오오... 아아아아.
Pickup_898 |= 버스트 고스터
Pickup_Description_898 |= 기분이 좋아집니다.
Pickup_899 |= 유령을 잡아라
Pickup_Description_899 |= 엄브렐라 코퍼레이션.
Pickup_900 |= 아크 에이
Pickup_Description_900 |= 블럽바를 터트립니다.
Pickup_901 |= 파라세타몰 스타
Pickup_Description_901 |= 버블 메모리도 제거됩니다.
Pickup_902 |= 고해상도 솔루션
Pickup_Description_902 |= 2d이거나 2d가 아니거나.
Pickup_903 |= 8 비트 더스트
Pickup_Description_903 |= 전체 스펙트럼을 치료합니다.
Pickup_904 |= 파일 드라이버
Pickup_Description_904 |= 바닥 퇴마.
Pickup_905 |= 당황함
Pickup_Description_905 |= 뒤쳐지지 마세요.
Pickup_906 |= 마인드 블로어
Pickup_Description_906 |= 머리 크기를 줄여줍니다.
Pickup_907 |= 두개골 배수
Pickup_Description_907 |= 당신의 노긴을 위한 글로긴.
Pickup_908 |= 구리 부적
Pickup_Description_908 |= 이 부적을 전투에 착용하면 체력이 상승합니다.
Pickup_909 |= 주석 부적
Pickup_Description_909 |= 전투 전에 이 부적을 장착하면 홉, 놉, 롭을 상대로 힘이 증가합니다.
Pickup_910 |= 아연 부적
Pickup_Description_910 |= 이 부적을 장착하고 전투에 참여하면 속도가 증가합니다.
Pickup_911 |= 루미늄 부적
Pickup_Description_911 |= 전투 지역에서 가시성을 높이려면 이 부적을 장착하세요. 안개가 감소합니다.
Pickup_912 |= 셰더리스 부적
Pickup_Description_912 |= 페이 애완동물의 체력을 높이려면 전투 전에 이 부적을 장착하세요.
Pickup_913 |= 부적 몰드
Pickup_Description_913 |= 대장간에서 사용하는 금형입니다.
Pickup_914 |= 독 주머니
Pickup_Description_914 |= 정말 역겹습니다.
Pickup_915 |= 할망의 이빨
Pickup_Description_915 |= 하지만 마녀는요?
Pickup_916 |= 할망의 머리카락
Pickup_Description_916 |= 중요한가요?
Pickup_917 |= 할망의 눈알
Pickup_Description_917 |= 적에게 던지세요.
Pickup_918 |= 활
Pickup_Description_918 |= 당신의 원거리 무기.
Pickup_919 |= 버섯 위치 1
Pickup_Description_919 |= 버섯에 대해서는 확실히 내기할 수 있습니다.\n 젖어 있는 곳이면 어디에서나 찾을 수 있습니다.
Pickup_920 |= 버섯 위치 2
Pickup_Description_920 |= 버섯, 가장 궁금한 것, 샘에서는 찾을 수 없습니다.
Pickup_921 |= 버섯 사용법
Pickup_Description_921 |= 버섯이 당신을 멍하게 만든다고 생각하겠지만 사실 버섯은 당신을 멍하게 만듭니다.
Pickup_922 |= 클렌징 워터
Pickup_Description_922 |= 하이드로메틱입니다.
Pickup_923 |= 축복받은 물
Pickup_Description_923 |= 스플래시 피해.
Pickup_924 |= 꿀벌 항아리
Pickup_Description_924 |= 몬스터들아, 꺼져!
Pickup_925 |= 실버 녹스
Pickup_Description_925 |= 헌신적인.
Pickup_112 |= 코인테일
Pickup_Description_112 |= 약간 풍부합니다.
Pickup_115 |= 위드스키머
Pickup_Description_115 |= 서두릅니다.
Pickup_116 |= 순무
Pickup_Description_116 |= 물건처럼 생겼어요!
Pickup_130 |= 고수
Pickup_Description_130 |= 우리에겐 다니아가 있어요.
Pickup_131 |= 알로에 베라
Pickup_Description_131 |= 안녕하세요 에드나.
Pickup_83 |= 연어
Pickup_Description_83 |= 연어과입니다.
Pickup_135 |= 우유 이끼
Pickup_Description_135 |= 발가락이 부족합니다.
Pickup_136 |= 축축한 이끼
Pickup_Description_136 |= 음식에 넣어보세요.
Pickup_137 |= 달콤 이끼
Pickup_Description_137 |= 달콤함의 표본.
Pickup_138 |= 포도 잼
Pickup_Description_138 |= 징징대지 마세요.
Pickup_148 |= 나이트베리 잼
Pickup_Description_148 |= 침대가 펼쳐져 있습니다.
Pickup_149 |= 설탕 자두 잼
Pickup_Description_149 |= 엘프 대체품.
Pickup_150 |= 엘더베리 잼
Pickup_Description_150 |= 판매 기한이 지났습니다.
Pickup_151 |= 황혼 체리 잼
Pickup_Description_151 |= 일몰하는 젤리.
Pickup_152 |= 내장 파이
Pickup_Description_152 |= 유기농으로 생산됩니다.
Pickup_153 |= 찹 구이
Pickup_Description_153 |= 풍미가 배어납니다.
Pickup_154 |= 왕가의 수프
Pickup_Description_154 |= 힘들면 먹어요.
Pickup_155 |= 매력 감소
Pickup_Description_155 |= 우 누구야.
Pickup_156 |= 라란파스트
Pickup_Description_156 |= 안보다 밖이 낫습니다.
Pickup_157 |= 선셋 드라이브오버
Pickup_Description_157 |= 불면증 환자에게 적합하지 않습니다.
Pickup_158 |= 브라켄바르름
Pickup_Description_158 |= 말 그대로 당신에게 두뇌 방귀를 제공합니다.
