STORYTASK_NPCSTORY_STEP_2_DESC |= Return to {TASKGIVERNAME}에게 돌아가 과제를 완료합니다.
STORYTASK_NPCSTORY_STAR_SAPPHIRE_END |= Am not sure I could perform in front of a big crowd, though! It was hard enough with just you and those dancing squirrels.
STORYTASK_NPCSTORY_STAR_SAPPHIRE_END |= I think they were squirrels. Anyway, thanks! You are a star too!
NPCSTORY_STAR_SAPPHIRE_SONG |= If you like to gamble, I tell you I'm your girl,
NPCSTORY_STAR_SAPPHIRE_SONG |= You win some, lose some, all the same to me,
NPCSTORY_STAR_SAPPHIRE_SONG |= The pleasure is to play; makes no difference what you say,
NPCSTORY_STAR_SAPPHIRE_SONG |= I don't share your greed; the only tool I need is the 5-star Spade,
NPCSTORY_STAR_SAPPHIRE_SONG |= The 5-star Spade!
NPCSTORY_STAR_SAPPHIRE_SONG |= Playing for the high one, dancing with the Fae,
NPCSTORY_STAR_SAPPHIRE_SONG |= Going with the flow, it's all a game to me,
NPCSTORY_STAR_SAPPHIRE_SONG |= Zinc or Iron, Knocker eyes watching you,
NPCSTORY_STAR_SAPPHIRE_SONG |= Double yield or quit, double ore or split, the 5-star Spade,
NPCSTORY_STAR_SAPPHIRE_SONG |= The 5-star Spade.
STORYTASK_NPCSTORY_STEEF_JAXON_FRIENDLY |= Well met! Friendship level gained! I must have rolled a double 6 when you came into Mellowbrook. Good friends, good drink and a good game of dice are the things that make one happy.
STORYTASK_NPCSTORY_STEEF_JAXON_LIKE |= Do you like the sound of dice rolling across a table? The tap-tap of little clay adventurers as they move across the board? The shuffle of cards and the luck of the Goddesses?
STORYTASK_NPCSTORY_STEEF_JAXON_LIKE |= I love losing myself in such games as Mono Roly Poly, Disconnect Foreheads, Broomraven and Ticket to Ride Pigs.
STORYTASK_NPCSTORY_STEEF_JAXON_LIKE |= I dream of one day converting the tavern into a board game tavern, where the drinks and dice roll across the table and strategy mixes with vomit in the sawdust.
STORYTASK_NPCSTORY_STEEF_JAXON_NAME |= Take Steef to Tir Na Nog
STORYTASK_NPCSTORY_STEEF_JAXON_DESC |= Get Steef to follow using the Follow command and go to Squeal or No Squeal game house in Tir Na Nog.
STORYTASK_NPCSTORY_STEEF_JAXON_START |= Do you know what would really put the token on the winning score track for us? A trip somewhere together to find a really fresh game. It doesn't have to be a dice game, board game or an exciting adventure book.
STORYTASK_NPCSTORY_STEEF_JAXON_START |= I bet the Fae play some crazy games.
STORYTASK_NPCSTORY_STEEF_JAXON_START |= If you could take me to experience a really great game of chance, not silly ball throwing or anything dextrous, then I'd let you be DM on our next session of Advanced Advances & Advancements.
STORYTASK_NPCSTORY_STEEF_JAXON_END |= That was really interesting! Tir Na Nog, no less, and a game of luck with what looked like disturbingly real balloons.
STORYTASK_NPCSTORY_STEEF_JAXON_END |= I think I prefer dice and figures, but it was very inspiring to witness something so unique.
STORYTASK_NPCSTORY_STEEF_JAXON_END |= And because it is Fae, I am sure I won't remember it when I get home, and none of this would have happened.
STORYTASK_NPCSTORY_STEEF_JAXON_END |= You get a plus 10 to friendship!
STORYTASK_NPCSTORY_THOMAS_STEEL_FRIENDLY |= A blacksmith needs friends in these troubling times. Dark things are afoot. I don't mean the soot on my boots!
STORYTASK_NPCSTORY_THOMAS_STEEL_FRIENDLY |= I didn't always want to be a smithy, you know? Instead, I fancied myself as a hunter or tracker or just investigating things using detective work.
STORYTASK_NPCSTORY_THOMAS_STEEL_FRIENDLY |= A lack of crime in Quill sort of spoils that, though.
STORYTASK_NPCSTORY_THOMAS_STEEL_FRIENDLY |= Oh, just one more thing before you go. You have some soot on your nose.
STORYTASK_NPCSTORY_THOMAS_STEEL_LIKE |= Did I tell you about the time I investigated the case of luggage? That was a lot to handle, let me tell you!
STORYTASK_NPCSTORY_THOMAS_STEEL_LIKE |= Or the Basket of the Houndvilles? That one was no picnic!
STORYTASK_NPCSTORY_THOMAS_STEEL_LIKE |= The Curious Button of Benjamin Case. That was a man who found a rusty button, but over time it got cleaner until it was gleaming.
STORYTASK_NPCSTORY_THOMAS_STEEL_LIKE |= It turned out a Brounie had been polishing it in secret.
STORYTASK_NPCSTORY_THOMAS_STEEL_LIKE |= And who could forget the Case of Undercooked Chicken Bought No Questions Asked? That one had me up at night for a while!
STORYTASK_NPCSTORY_THOMAS_STEEL_LIKE |= Oh, before you go, just one more thing. Your shoelaces are tied.
STORYTASK_NPCSTORY_THOMAS_STEEL_NAME |= Solve the anagram
STORYTASK_NPCSTORY_THOMAS_STEEL_DESC |= Solve the anagram - GOGGLE DEN and gift that item to Thomas... if you can find one!
STORYTASK_NPCSTORY_THOMAS_STEEL_START |= Am I glad you are here! I am in the middle of a most perplexing puzzlement that presumes pre-emptive pondering and posturing.
STORYTASK_NPCSTORY_THOMAS_STEEL_START |= It is a nine-letter puzzle. It is a real conundrum. A real word hurdle. Maybe if you can work it out and give me the thing you think it is, then this will be another case solved for Steel and... whatever your surname is.
STORYTASK_NPCSTORY_THOMAS_STEEL_START |= What is your last name, by the way?
STORYTASK_NPCSTORY_THOMAS_STEEL_START |= Really? That's unusual.
STORYTASK_NPCSTORY_THOMAS_STEEL_START |= So, can you crack this most enigmatic egg of an enigma?
STORYTASK_NPCSTORY_THOMAS_STEEL_END |= That's it! You cracked the case but not the egg, thankfully! A golden egg at that.
STORYTASK_NPCSTORY_THOMAS_STEEL_END |= Who sent the puzzle?
STORYTASK_NPCSTORY_THOMAS_STEEL_END |= Oh, I don't know! I shall investigate that myself. I need to show off my investigative chops!
STORYTASK_NPCSTORY_THOMAS_STEEL_END |= That's the pig I use to sniff for clues, so don't judge me.
STORYTASK_NPCSTORY_THOMAS_STEEL_END |= Thanks again.
STORYTASK_NPCSTORY_THOMAS_STEEL_END |= Oh, just one more thing. You are amazing. But you still haven't sorted that soot or those shoelaces.
NPCSTORY_THOMAS_STEEL_GOOGLE_DEN |= GOGGLE DEN
STORYTASK_NPCSTORY_GINGER_NUTT_FRIENDLY |= 나를 알아가려고 노력해줘서 고마워. 내 이름을 비스킷에서 따온 거 알아? 홉 크런치 월리 너트라는 사람과 결혼하면서 이름을 바꿨어. 그는 죽었어, 알지? 맞아, 낚시하다가 사고가 나서 호수에 빠졌어. 그는 흠뻑 젖어 밖으로 나왔고 5일 후 님프와 레슬링을 하려다가 물에 빠져 죽었지.
STORYTASK_NPCSTORY_GINGER_NUTT_FRIENDLY |= Our Hazel loved him as a Dad. She blamed me for his death, then ran off with a wanderer called Hugh Jarsoul.
STORYTASK_NPCSTORY_GINGER_NUTT_LIKE |= Have you spoken to Hazel lately? Turns out her fella lived up to his name. Sent her doolally it did. Became a cat lady. She loves nothing else but those cats, not even her old Mum.
STORYTASK_NPCSTORY_GINGER_NUTT_NAME |= Give Silver Pendant to Hazel
STORYTASK_NPCSTORY_GINGER_NUTT_DESC |= Give the Silver Pendant to Hazel Nutt.
STORYTASK_NPCSTORY_GINGER_NUTT_START |= I can't leave this world without letting our Hazel know I still love her, even though I hate cats.
STORYTASK_NPCSTORY_GINGER_NUTT_START |= Could you take her this pendant? It used to be her Dad's. It must have belonged to someone else once as it says Sterling Silver on it.
STORYTASK_NPCSTORY_MELANIE_JUGG_FRIENDLY |= Has my Dad spoken to you? I can sense something is wrong. I'm just not sure what it is. You have the air of someone who people can confide in. Could you talk to him? I need to know what irks him so. I see him smiling and joking with the customers, but I can feel his soul is as empty as the keg come closing time.
STORYTASK_NPCSTORY_MELANIE_JUGG_LIKE |= [LETTER]NPCSTORY_MelanieJugg_1
STORYTASK_NPCSTORY_MELANIE_JUGG_NAME |= Give 3 x Barley to Melanie
STORYTASK_NPCSTORY_MELANIE_JUGG_DESC |= Give 3 x Barley to Melanie. You can buy it, win it or grow your own.
STORYTASK_NPCSTORY_MELANIE_JUGG_START |= I searched deep inside my soul for an answer as to what was troubling my Dad. I prayed to the Goddesses and made extra offerings. It was then that I had a dream that gave me the message I needed to hear. Ambition had consumed me. I was so eager to be my own person that I forgot what was essential in life - family and happiness. So, I talked to Dad, and we had a great heart-to-heart over a nice warm brew. To that end, I will craft a new drink in his honour, 'The Toby Topper'. 
STORYTASK_NPCSTORY_MELANIE_JUGG_START |= Could you help me craft the drink by getting some Barley? I need three lots and will pay you well for your help!
STORYTASK_NPCSTORY_TOBY_JUGG_FRIENDLY |= My Melanie is a good lass. She works hard and keeps the Ledger up to date. Yet, I can't get my head around it, though. You see, when I ran the pub, it was spit and sawdust, the clang of coins, and I shoved the day's earnings in an old bag. People had fun, and the spilt drinks would soak your boots. Now, it is all orderly and 'managed'. I have to admit I prefer the old way.
STORYTASK_NPCSTORY_TOBY_JUGG_LIKE |= I know I often seem jolly and rosy-cheeked, but I am a twisted grump inside. I hate seeing my old pub become some clean, efficient money-making machine. Melanie will put fancy artwork on the walls and hang chairs and scythes from the rafters next. It's dragging me down; it really is.
STORYTASK_NPCSTORY_TOBY_JUGG_NAME |= Give 3 x Barley to Toby
STORYTASK_NPCSTORY_TOBY_JUGG_DESC |= Give 3 x Barley to Toby. You can buy it, win it or grow your own.
STORYTASK_NPCSTORY_TOBY_JUGG_START |= I chatted with our Melanie and cleared the air. I couldn't hold it back any longer. I know I am an old man, set in his ways, and she is just running it the way she needs to. To that end, I will create a new drink in her honour, 'The Melanie Mellow'.
STORYTASK_NPCSTORY_TOBY_JUGG_START |= Could you help an old fool out and find me some Barley? It's been in short supply around here lately. Three lots should do.
STORYTASK_NPCSTORY_PAPPY_COWE_NAME |= Get milk for Pappy from a Bumbabloopfnoop
STORYTASK_NPCSTORY_PAPPY_COWE_DESC |= Get milk for Pappy from a Bumbabloopfnoop. This is a strange Fae creature. Use a jar or bucket when next to one.
STORYTASK_NPCSTORY_PAPPY_COWE_START |= Oi, you! I need to ask yer sommat. I have a problem, see. I love milk. I can't get enough of the stuff. Cow milk is acceptable, but its creaminess is limited. What I need is the right kind of creature to milk. And that is where you come in.
STORYTASK_NPCSTORY_PAPPY_COWE_START |= I heard a rumour you know how to see the Fae and visit them. I also know from being old and well-read that a fairy creature exists, the Blobbalobbadobba or something silly like that. The milk from one of those is richer than the Lawne's of Mellowfields. I would love to sup on that before I perish and likely come back as a newt.
STORYTASK_NPCSTORY_PAPPY_COWE_START |= If you could get me some milk from one of those, then you can have the code to my own family secret box. My terrible family don't deserve to get their hands on my heirloom!
STORYTASK_NPCSTORY_PAPPY_COWE_END |= Thanks for that. You ain't such a bad one. Every time you bring me a bucket or jar of that stuff, I will pay you 10 Brass. Sound fair?
STORYTASK_NPCSTORY_PAT_COWE_FRIENDLY |= You are sort of likeable in a way. You definitely make an effort, unlike our Tom. Ever since he had that run-in with the Knockers and gave up mining, he's been as bitter as that stuff he drinks.
STORYTASK_NPCSTORY_PAT_COWE_LIKE |= Seeing as we are getting to know each other more, I will let you in on a little secret. We actually had a child before we had our Milly and Billy. Something bad happened to them. Oh, but I have said too much. Just nice to have someone sober to talk to, if you know what I mean?
STORYTASK_NPCSTORY_PAT_COWE_NAME |= Give Pappy Cowe Simpletons Stew
STORYTASK_NPCSTORY_PAT_COWE_DESC |= Cook a 3-star or higher Simpletons Stew for Pappy.
STORYTASK_NPCSTORY_PAT_COWE_START |= I may have sneaked some of Tom's secret drink stash, and my lips feel looser than a pair of trousers on a Remnant. I told you before that we used to have a child. In some ways, we still do.
STORYTASK_NPCSTORY_PAT_COWE_START |= We had a kid called Peppy. Silly beggar was a wild one. Only went and had a pee against a Goddess Statue. So they punished him and made him old. Yep, that's Pappy. Loves his milk like he was still seven. 
STORYTASK_NPCSTORY_PAT_COWE_START |= Anyway, I suppose you are after some sort of task to prove your friendship? I was thinking old Pappy never really gets any roughage, so perhaps you could make him a top-quality meal like a Simpletons Stew?
STORYTASK_NPCSTORY_PAT_COWE_END |= Thanks for doing that? I hope it gave him a proper lining for his milk-addled stomach.
STORYTASK_NPCSTORY_BELLE_PEPPER_FRIENDLY |= Do you have any pets? I had a cat once. It sat on the mat all day. Then Dad sat on it by accident, and it became a flat cat on the mat. What a prat!
STORYTASK_NPCSTORY_BELLE_PEPPER_FRIENDLY |= I love rhymes, don't you know? And jokes. And jokes that rhyme. Dad says I have funny bones inherited from him. That does sound pretty awful.
STORYTASK_NPCSTORY_BELLE_PEPPER_LIKE |= Dad likes playing jokes on Mum and me, but Mum can't stand them. I think it's ever since he put a spider in her shoe. As she went to put them on, he smashed a cream pie into her face and then threw her shoe in the fire.
STORYTASK_NPCSTORY_BELLE_PEPPER_LIKE |= Dad was still learning about pranks at the time and wasn't very good at them.
STORYTASK_NPCSTORY_BELLE_PEPPER_NAME |= Find the buried necklace
STORYTASK_NPCSTORY_BELLE_PEPPER_DESC |= Find the buried necklace. Use a dog and shovel to discover digspots and dig at the mound the dog finds.
STORYTASK_NPCSTORY_BELLE_PEPPER_START |= Dad has annoyed me and buried my copper jewellery somewhere deep in and around Homesteads. Do you think you can help find it? It means a lot to me and also keeps werewolves at bay. You need a dog and a shovel, but a good one! Find it for me, and I promise to love you lots and lots and not ever pour custard down your pants. And maybe even if you are wearing them.
STORYTASK_NPCSTORY_BELLE_PEPPER_END |= You found it! I would give you a hundred kisses if your face didn't look like a melted candy squirrel! 
STORYTASK_NPCSTORY_BELLE_PEPPER_END |= This necklace means a lot to me. It was given to me by my grandma Nora. She loved jokes too. She died trying to make us laugh by sledging down a hill in an offering bowl after drinking the last of our summer wine. It was a foggy day, and sadly the hill stopped and became a cliff, and over she shot.
STORYTASK_NPCSTORY_BELLE_PEPPER_END |= I remember the last thing she said like it was yesterday - "Weeeehoooooaaaggghhh! She was so batty.
STORYTASK_NPCSTORY_CAROLINA_PEPPER_FRIENDLY |= So lovely to have a friendly and seemingly sensible person to chew the fat with. I need someone to be a calming kitten in a storm of Barghests.
STORYTASK_NPCSTORY_CAROLINA_PEPPER_FRIENDLY |= He didn't always use to be this way. He was a miserable bugger back in the day, but an "experience" involving a flatulent cow and a candle nearly killed him and bizarrely made him appreciate fine farts.
STORYTASK_NPCSTORY_CAROLINA_PEPPER_FRIENDLY |= I preferred when he was glum to be truthful.
STORYTASK_NPCSTORY_CAROLINA_PEPPER_LIKE |= If I ever get into bed and lay on a poopee pouch again, I swear by Hyalis deathly glare that I will send the prankster flying through the nearest window.
STORYTASK_NPCSTORY_CAROLINA_PEPPER_LIKE |= Am I just being a killjoy?
STORYTASK_NPCSTORY_CAROLINA_PEPPER_LIKE |= I was brought up as a sensible girl. Always please and thank you's and mind how you sit and don't swallow your food.
STORYTASK_NPCSTORY_CAROLINA_PEPPER_LIKE |= My toe is itching, and I think it's itching to kick somebody, so they flip into a big pile of fertiliser.
STORYTASK_NPCSTORY_CAROLINA_PEPPER_NAME |= Prank Poppyhill for Carolina
STORYTASK_NPCSTORY_CAROLINA_PEPPER_DESC |= Ride a sheep with the Flatulence trait to designated points in Poppyhill. Feed the sheep something with that Trait contained within.
STORYTASK_NPCSTORY_CAROLINA_PEPPER_START |= Could you help me? I'll love you for it. 
STORYTASK_NPCSTORY_CAROLINA_PEPPER_START |= I think I need to embrace the dragon while simultaneously putting a "Kick Me" sign on its back.
STORYTASK_NPCSTORY_CAROLINA_PEPPER_START |= I am a bit nervous, though, about causing any bother, so maybe you could kick the dragon in the bangers instead? Basically, I want to stop being Mrs Serious and start being Little Miss Chief..
STORYTASK_NPCSTORY_CAROLINA_PEPPER_START |= I was thinking you could give some laxatives to a sheep and ride it through Poppyhill. That could be fun! 
STORYTASK_NPCSTORY_CAROLINA_PEPPER_START |= I can then experience the prank by proxy. You are a star.
STORYTASK_NPCSTORY_PETER_PEPPER_FRIENDLY |= Friends it is! I am amazed I haven't driven you bonkers with my antics! I just love a good joke and like a bit of PUN-ishment. There's nothing I won't make fun of. It's only jokes! I don't mean any harm, unlike your face. Bosh! 
STORYTASK_NPCSTORY_PETER_PEPPER_FRIENDLY |= But seriously, for a second, no, I could never be serious for a second. I think you are a good sport, although you can tell I don't do any sport by my figure. All bought and paid for!
STORYTASK_NPCSTORY_PETER_PEPPER_LIKE |= What do scarecrows wear to keep warm? Harvest. A vest! Get it?!
STORYTASK_NPCSTORY_PETER_PEPPER_LIKE |= Well, your reaction is like a teacher who talks about water in buckets. Speaks volumes.
STORYTASK_NPCSTORY_PETER_PEPPER_LIKE |= No good? Any laughs at all in there?
STORYTASK_NPCSTORY_PETER_PEPPER_LIKE |= I would love to dream up a really good prank. One that innovates. Something to push the boundaries of japes.
STORYTASK_NPCSTORY_PETER_PEPPER_LIKE |= I need to go think! I find that truly good ideas are like the baths I have... rare!
STORYTASK_NPCSTORY_PETER_PEPPER_NAME |= Prank Summerdown
STORYTASK_NPCSTORY_PETER_PEPPER_DESC |= Pour honey or poo in all marked areas in every house in Summerdown.
STORYTASK_NPCSTORY_PETER_PEPPER_START |= Can you say this? Peter Pepper picked a pricky puck a prickly pickled pepper?
STORYTASK_NPCSTORY_PETER_PEPPER_START |= Oh yes before I forget. I thought up my prank master plan. I just need a fit and able person who I like very much to help me pull it off. Do you know any fit and able people I like?
STORYTASK_NPCSTORY_PETER_PEPPER_START |= Ha! It's you, really!
STORYTASK_NPCSTORY_PETER_PEPPER_START |= My plan is this. Pour a bucket of poo or jar of honey into every house in Summerdown. If you can pull that off, then you would be officially a member of the Peter Pepper Lonely Farts Club Band.
STORYTASK_NPCSTORY_PETER_PEPPER_END |= You are a prank master! You should go to the Mirryr and get judged by the Goddesses.
STORYTASK_NPCSTORY_PETER_PEPPER_END |= The only problem is, you'd break it!
STORYTASK_NPCSTORY_PETER_PEPPER_END |= It's going to be great having you as a true friend and fellow practitioner of punnetry and prankery.
STORYTASK_NPCSTORY_POPPY_SEED_FRIENDLY |= Hey, you are a silky-voiced siren. Are you so flirty with everyone you meet, or do I sense something special going on?
STORYTASK_NPCSTORY_POPPY_SEED_FRIENDLY |= Well, I'm feeling a delightful tingle in my throat that makes me want to sing, so I'm happy to meet you all the same.
STORYTASK_NPCSTORY_POPPY_SEED_LIKE |= What do you think you will come back as after you pass into nature? 
STORYTASK_NPCSTORY_POPPY_SEED_LIKE |= I think I would make a beautiful bird. Something colourful with a wonderful song.
STORYTASK_NPCSTORY_POPPY_SEED_LIKE |= My parents taught me how to sing. My father was a bard, and my mother was a songstress. We travelled the land and lived off what people would throw at us.
STORYTASK_NPCSTORY_POPPY_SEED_LIKE |= I didn't say my parents were any good. We had a largely rotten fruit diet until they let me perform.
STORYTASK_NPCSTORY_POPPY_SEED_NAME |= Serenade Poppy Seed
STORYTASK_NPCSTORY_POPPY_SEED_DESC |= Take Poppy to the Lover's Laugh in Loverwood and play the lute. Use the Follow command on interact to lead her.
STORYTASK_NPCSTORY_POPPY_SEED_START |= And so your music unlocks my soul and rests there. You have a way of connecting that makes a girl want to lead you to a quiet meadow and lay amongst the bluebells as I listen to your song.
STORYTASK_NPCSTORY_POPPY_SEED_START |= Would you do that? Would you take me to a secret glade and fill my heart with your music? Can I be your muse?
STORYTASK_NPCSTORY_POPPY_SEED_START |= A girl might then know of the sweetest songs and find true joy.
NPCSTORY_POPPY_SEED_SONG_1 |= Oh, joyous joys. A girl's heart has melted.
NPCSTORY_POPPY_SEED_SONG_1 |= Fold me in your glittering musical wings, flutterer of hearts.
STORYTASK_NPCSTORY_ROGER_READILY_FRIENDLY |= Someone who wants to be Roger's friend and not a lover? That's a new one to me.
STORYTASK_NPCSTORY_ROGER_READILY_FRIENDLY |= I am mildly confused because, well, look at this face. It's gorgeous.
STORYTASK_NPCSTORY_ROGER_READILY_FRIENDLY |= I don't need to work hard to look this good. Fresh air and the occasional eel for dinner keep me so incredibly handsome.
STORYTASK_NPCSTORY_ROGER_READILY_FRIENDLY |= I know I sound a bit conceited, and I am, which is why my head is so large.
STORYTASK_NPCSTORY_ROGER_READILY_FRIENDLY |= I just know that when it boils down to it, most Quillian's were drawn ugly. Or should that be born?
STORYTASK_NPCSTORY_ROGER_READILY_FRIENDLY |= No idea why I said that.
STORYTASK_NPCSTORY_ROGER_READILY_LIKE |= I feel we have a growing bond. If you ever find you can't perform certain duties, you should see a doctor, no? They may prescribe some chubby broccoli. 
STORYTASK_NPCSTORY_ROGER_READILY_LIKE |= When it comes to love, never say never again. With your golden eyes, which will be diamonds forever, the world is not enough.
STORYTASK_NPCSTORY_ROGER_READILY_LIKE |= The spectre of age catches up with us all, but you only live twice, so why not live and let die and enjoy the pleasures of life? 
STORYTASK_NPCSTORY_ROGER_READILY_LIKE |= It's an odd job, but someone has to do it!
STORYTASK_NPCSTORY_ROGER_READILY_NAME |= Roger Readily needs some assistance
STORYTASK_NPCSTORY_ROGER_READILY_DESC |= Dig up a Lover's Truffle for Roger. Have a dig around some muddy patches around Cunning Plots. 
STORYTASK_NPCSTORY_ROGER_READILY_START |= I have a secret I can't bear to keep anymore!
STORYTASK_NPCSTORY_ROGER_READILY_START |= Despite my stunning looks and remarkable loving techniques, lately, my libido is having a libido-go.
STORYTASK_NPCSTORY_ROGER_READILY_START |= I need something to help me rediscover my mojo and regain some confidence. 
STORYTASK_NPCSTORY_ROGER_READILY_START |= There's a truffle, buried deep, that boosts virility like a boot up a chicken's backside.
STORYTASK_NPCSTORY_ROGER_READILY_START |= You might need a pig to sniff them out, but they are out there and the only thing that can help give me the lift I need.
STORYTASK_NPCSTORY_ROGER_READILY_END |= You found one! A Lover's Truffle! Your digging has dug me out of a hole, and I'm eternally grateful.
STORYTASK_NPCSTORY_ROGER_READILY_END |= This whole drama has given me time to reflect, though. I don't give up my real feelings easily, so it is strange for me to have emotions of true friendship, as I do with you.
STORYTASK_NPCSTORY_ROGER_READILY_END |= I thought life was just for the service of wooing and that my role in the world was all about my looks and abilities.
STORYTASK_NPCSTORY_ROGER_READILY_END |= It took you to open my eyes to all the other beauty that surrounds us! And like everything else in Quill, I'm not getting any younger!
STORYTASK_NPCSTORY_TOM_COWE_FRIENDLY |= You don't seem so bad as I first thought. And on that thought, I am thirsty. Time to punish myself for being friendly with a nice strong drink, the drink that makes problems go away.
STORYTASK_NPCSTORY_TOM_COWE_LIKE |= I used to be a miner, you know? Yep, I worked down in Crumblechalk. Then I ran into the Knockers. You should see em! They rushed me, and I blacked out. Since then, I just couldn't handle going back in. Mining was my life. Now all I have to get me into the deep dark is the lovely soft embrace of Copperpot Red.
STORYTASK_NPCSTORY_TOM_COWE_NAME |= Get a 5-Star Rainbow Mushroom for Tom
STORYTASK_NPCSTORY_TOM_COWE_DESC |= Get a 5-Star Rainbow Mushroom for Tom
STORYTASK_NPCSTORY_TOM_COWE_START |= I have been drinking a lot. It is amazing where your mind goes; the more powerful the drink. I searched and searched for something that could take me further. The further I went, the clearer the vision. There is a place called Oblivion, at the rim of the sky. In that place, according to a scroll of the elders, is the answer I seek. My family don't want me getting drunk anymore though, so I have to find an alternative method for getting entry to Oblivion! It would have to be a top-quality item, such as a 5-star Rainbow Mushroom.
STORYTASK_NPCSTORY_TOM_COWE_END |= Well, wrap me in bread and roll me down the hill! The mushroom! It worked! My mind leapt into Oblivion and saw things you people would never believe! Dragons on fire off the shoulder of Hyalis. I watched baked beans glitter in the dark near the Tanning House Gate. All those moments will be lost in time, like piss in the wind. And then a voice, running like a blade up my spine, screamed, "Wake up, you bloody idiot!" The shock brought me home, and now I can't ever touch strong drinks or mushrooms again. It has cured me. I am clear and clean, and life is wonderful once more. Thank you. How, er, will I ever repay you? Ah yes, take this!
STORYTASK_NPCSTORY_JEREMIE_SMITH_FRIENDLY |= You will have to excuse me sometimes. I get such terrible headaches from banging away on the forge all day. I do love my work, though. The smell of the furnace and feeling the heat of the coals. Seeing metal shaped to become something useful and beautiful is where I am happiest.
STORYTASK_NPCSTORY_JEREMIE_SMITH_LIKE |= You must excuse me yet again. Bit of a throbbing headache. I think the better my work, the more powerful the headache. Geoffrey tells me I should put corks in my ears, but I need to hear the sound of my forging. It is all about the timing, the pressure, the sound. Beauty comes at a cost.
STORYTASK_NPCSTORY_JEREMIE_SMITH_NAME |= Cure Jeremie of Strained
STORYTASK_NPCSTORY_JEREMIE_SMITH_DESC |= Cure Jeremie of Strained. You can buy a cure or craft it at an Apothecary.
STORYTASK_NPCSTORY_JEREMIE_SMITH_START |= I really can't take much more of this headache I'm getting from blacksmithing. I tried various remedies from the apothecary, but I am sure they are just giving me placebos or cures for bad wind.
STORYTASK_NPCSTORY_JEREMIE_SMITH_START |= Could you see if you can find me a remedy? I'll give you something to help your own smithing as a reward.
STORYTASK_NPCSTORY_JEREMIE_SMITH_END |= Oh, bless you! That worked a treat. It's like a weight has been lifted off my brain. Now I can stop those silly thoughts about hammering my own head. Just kidding! I'd stick it in the forge instead.
STORYTASK_NPCSTORY_JOHN_BOWS_FRIENDLY |= [LETTER]NPCSTORY_JohnBows_1
STORYTASK_NPCSTORY_JOHN_BOWS_LIKE |= I gave a rose of romance to Lucy, but she rejected me. She says she is too busy with important work.
STORYTASK_NPCSTORY_JOHN_BOWS_LIKE |= I was made to be alone, it seems. I have decided that one cannot simply walk into marriage. However, I will be hopeful she will one day look at me in the same way she looks at those relics. And at least I have you as a great friend, so that helps warm the hut at night.
STORYTASK_NPCSTORY_JOHN_BOWS_NAME |= Take John Bows to Cuckoo Wood
STORYTASK_NPCSTORY_JOHN_BOWS_DESC |= Get John Bows to follow you using the Follow command. Take him to The Cuttings in northwest Cuckoo Wood.
STORYTASK_NPCSTORY_JOHN_BOWS_START |= Your friendship means so much to me. Could I show you something? It's the place where I first saw Lucy. I think it might be of some interest to you and could be really useful. It's in Cuckoo Wood.
STORYTASK_NPCSTORY_JOHN_BOWS_END |= Oh yes! The secret. See those old stumps? If you pour liquid on them, then come back the next day, you will find a moss has grown that is very useful. Try varying liquids for different mosses. And bring a sickle to harvest! Here, try some, and thanks for your friendship.
NPCSTORY_JOHN_BOWS_1 |= This is the place. It's so beautiful here. That's where she stood, examining various trees. Her hair shone in the moonlight. Such a sight. Ahhhh so dreamy...
STORYTASK_NPCSTORY_WORZEL_SCRUMPY_FRIENDLY |= You seem ok. Are you interested in mining by any chance? I am a farmer by trade, but I always fancied digging up some treasures in Crumblechalk. Knockers put me off, though. Will probably stick to farming. I seem to have a decent orchard, don't you think?
STORYTASK_NPCSTORY_WORZEL_SCRUMPY_LIKE |= My boys are like chalk and curdled milk. Different sides of different coins. One would happily stay on the farm and stay up to his knees in muck. The other is all fanciful and dreams of adventure. I suppose they both have a bit of me in them. I like a simple life, but that mine keeps calling.
STORYTASK_NPCSTORY_WORZEL_SCRUMPY_NAME |= Explore the mine in Crumblechalk
STORYTASK_NPCSTORY_WORZEL_SCRUMPY_DESC |= Go to the central locked door in the Crumblechalk region above the pond, and the door should automatically unlock. Enter the mine and head to the marked area.
STORYTASK_NPCSTORY_WORZEL_SCRUMPY_START |= I'd be a good friend to you if you helped me scratch my itch. So take this key and head into that middle mine above the pond in Crumblechalk. Let me know what you find. If it's good to go, then I might just as well get out the old pickaxe and head in to finally find my fortune!
STORYTASK_NPCSTORY_WORZEL_SCRUMPY_END |= What did you find in the mines? Knockers? Ghosts? Worse? Now look, <PlayerName>. I've been thinking about it whilst you were exploring, and I was tending to my apples. To be honest, I prefer fresh air and being alive. You can keep the key. Anything you find down there is yours, but there's probably nothing but death or worse!
STORYTASK_NPCSTORY_JED_SCRUMPY_FRIENDLY |= My Dad runs the biggest farm in Quill. Got the best orchard and everything. Don't let those Cowe's tell ya different. Our mine is way bigger than theirs too. Did ya know there are Knockers down there? Pop is more scared of them than anyone else in Quill.
STORYTASK_NPCSTORY_JED_SCRUMPY_LIKE |= People get me all wrong ya know? They say I am too competitive. Rubbish! I am the most uncompetitive person in Quill! Ned is a dreamer, and I am fully awake. He thinks I am dumb, and if I was, I'd be way dumber than that idiot.
STORYTASK_NPCSTORY_JED_SCRUMPY_NAME |= Take Jed into the mine
