GEN_NPC_STORY_TRADER_INTRO_1_GENERIC |= 안녕하세요! 만나서 반갑습니다. 제 이름은 {FULLNAME}입니다. 최근에 지역 잡화점을 인수했으니 많은 성원 부탁드립니다!
GEN_NPC_STORY_VALE_LIKE_2_QUIRKY |= 영혼의 산책에 대해 들어본 적 있나요? 글을 읽은 적도 있고 현지인들도 그런 일이 일어난다던데, 진짜 같지는 않네요. 분명 보기 싫은 광경일 거예요.
GEN_NPC_STORY_VALE_LIKE_2_JOVIAL |= 가을이 되면 마을 전체가 나와서 함께 춤을 추는 큰 모임이 있다고 들었어요. 정말 재미있을 것 같네요. 춤추고 싶으면 친구들을 두고 나와도 돼요. 친구들이 춤을 안 추면 내 친구가 아니니까요. 안전 수칙을 준수하고 모자는 쓰지 말아야 하지만요.

GEN_NPC_STORY_VALE_START_COMPLAINER_1 |= 너도 나처럼 노커들이 이기적이라고 생각하니? 왜 그들이 모든 광석을 가져야 하는 거지? 그걸로 뭘 하려고?! 내가 직접 가져가야겠어. 내가 필요한 건 광석을 손에 넣을 수 있도록 도와줄 용감하고 (콜록) 속기 쉬운 (콜록) 영혼뿐이야.
GEN_NPC_STORY_VALE_TASK_NAME_COMPLAINER_1 |= 광석 5개를 선물합니다.
GEN_NPC_STORY_VALE_TASK_DESC_COMPLAINER_1 |= 모든 광석 종류를 5개 수집하여 임무 부여자에게 선물하세요.
GEN_NPC_STORY_VALE_END_COMPLAINER_1 |= 오! 잡았어? 이거면 되겠네. 이렇게 못생긴 게 어떻게 아름다운 물건이 될 수 있는지 신기하네요.

GEN_NPC_STORY_VALE_START_COMPLAINER_2 |= 있잖아요. 난 저 노커들과 함께 광산에 들어가지 않을 거야. 어떤 위험도 감수하지 않을 거야. 필요한 도구를 만들 다른 방법을 찾아야겠어. 재고를 확보할 수 있도록 도와주실 수 없나요?
GEN_NPC_STORY_VALE_TASK_NAME_COMPLAINER_2 |= {FULLNAME}에게 삽 3개 선물하기
GEN_NPC_STORY_VALE_TASK_DESC_COMPLAINER_2 |= {FULLNAME}에게 모든 삽 종류 3개를 선물합니다. 삽은 필요한 주형이 있다면 모든 대장간에서 구입하거나 제작할 수 있습니다.
GEN_NPC_STORY_VALE_END_COMPLAINER_2 |= 건배! 저한테 큰 도움이 될 거예요. 하하!

GEN_NPC_STORY_VALE_START_JOVIAL_1 |= 저는 즐거운 사람들만 가장 가깝고 소중한 사람으로 삼기로 결심했습니다. 가을의 8일 뻐꾸기 숲에서 열리는 삼하인 무도회에 참석하면 확실히 증명할 수 있을 것 같아요. 참여해서 제 마음을 얻으세요.
GEN_NPC_STORY_VALE_TASK_NAME_JOVIAL_1 |= 삼하인 춤에 참여하기
GEN_NPC_STORY_VALE_TASK_DESC_JOVIAL_1 |= 삼하인 춤이 활성화되면 해당 춤으로 이동합니다. 언제 어디서 열리는지 알아내야 합니다. 정보를 발견하면 달력을 확인하세요.
GEN_NPC_STORY_VALE_END_JOVIAL_1 |= 춤이었어요, 알았어요! 내 발에 물집이 너무 많아요. 넌 어때? 넌 내 춤 파트너가 될 자격이 충분해.

GEN_NPC_STORY_VALE_START_JOVIAL_2 |= 함께 즐거운 일을 해봅시다! 돼지 경주가 열리면 같이 보러 가는 건 어때요? 난 돼지들의 박진감 넘치는 경주를 좋아하거든.
GEN_NPC_STORY_VALE_TASK_NAME_JOVIAL_2 |= {FULLNAME}을 데리고 돼지 경주를 관람하세요.
GEN_NPC_STORY_VALE_TASK_DESC_JOVIAL_2 |= {FULLNAME}을 팔로우한 다음 돼지 경주 이벤트가 열리면 페스티벌 그린으로 이동합니다.
GEN_NPC_STORY_VALE_END_JOVIAL_2 |= 정말 웃겼어요! 주머니를 가득 채울 만큼의 황동을 얻었네요. 하지만 구멍은 꿰매는 걸 잊지 마세요! 웃겨줘서 고마워요, 친구.

GEN_NPC_STORY_VALE_START_BOASTFUL_1 |= 다음 꽃 전시회에 참가할 것 같아요. 우리 둘이 도전해보는 건 어때요? 돈은 돈대로 쓰자고요. 네가 이기면 내 존경과 찬사를 받을 거야. 하지만 기회는 없어요!
GEN_NPC_STORY_VALE_TASK_NAME_BOASTFUL_1 |= 계곡의 꽃 전시회에서 {FULLNAME}을 이겼습니다.
GEN_NPC_STORY_VALE_TASK_DESC_BOASTFUL_1 |= 꽃 전시회에 참가하여 승리하세요.
GEN_NPC_STORY_VALE_END_BOASTFUL_1 |= 속임수를 쓴 것 같지만, 승리는 승리입니다. 어떻게 그런 짓을 했는지 정말 존경스럽고 당황스러워요! 네가 이겼다고 발표할 때 거의 오물을 뒤집어쓸 뻔했어!

GEN_NPC_STORY_VALE_START_BOASTFUL_2 |= 러브 레벨의 임무가 있어요. 매년 열리는 꽃 전시회를 위해 연습이 필요해요. 제 매력을 높여주실 수 있나요?
GEN_NPC_STORY_VALE_TASK_NAME_BOASTFUL_2 |= {FULLNAME}에게 매력 적용
GEN_NPC_STORY_VALE_TASK_DESC_BOASTFUL_2 |= 매력 특성이 있는 아이템을 {FULLNAME}에게 선물하세요.
GEN_NPC_STORY_VALE_END_BOASTFUL_2 |= 잘생기지 않았나요? 퍽의 발굽에 매료된 내 모습이 느껴져. 자, 내 거울은 어디 있지? 자기애가 좀 필요해요.

GEN_NPC_STORY_VALE_START_QUIRKY_1 |= 진짜예요. 모든 것이 진짜예요. 시간도 알고, 날짜도 알고, 장소도 알아요. 민들레 시계처럼 매년 일어나는 일이죠. 겨울의 8일, 오후 8시 이후에 묘지에 가서 옵스큐라를 가져와야 해요.
GEN_NPC_STORY_VALE_TASK_NAME_QUIRKY_1 |= 정령의 산책 이벤트 중 {FULLNAME}을 무덤으로 데려가세요.
GEN_NPC_STORY_VALE_TASK_DESC_QUIRKY_1 |= 영혼의 산책 이벤트 중에 {FULLNAME}을 데려가서 무덤으로 데려가세요. 달력에서 겨울의 8일을 확인하고 오후 8시 이후에 해당 장소로 가세요.
GEN_NPC_STORY_VALE_END_QUIRKY_1 |= 그 어떤 것과도 비교할 수 없는 경험이었어요. 등골이 오싹할 정도였어요! 멋진 저녁을 보내 주셔서 정말 감사합니다! 지금 제 기분이 정말 최고조에 달했어요!

GEN_NPC_STORY_VALE_START_QUIRKY_2 |= 정령의 산책이 진짜일지도 몰라요. 매년 겨울 8일에 열린다고 들었거든요. 영혼들은 묘지를 떠나 슬픈 행렬을 따라 북쪽으로 향한다고 하네요. 그렇게 많은 유령을 한꺼번에 볼 수 있을지 모르겠어요. 저 대신 가서 정말 사실인지 알아봐 주실 수 있나요?
GEN_NPC_STORY_VALE_TASK_NAME_QUIRKY_2 |= 정령 5종족과 상호작용하기
GEN_NPC_STORY_VALE_TASK_DESC_QUIRKY_2 |= 정령의 산책로를 찾아 5명의 정령과 상호작용하세요.
GEN_NPC_STORY_VALE_END_QUIRKY_2 |= 정령과 함께 걸었다고요? 정령들과 대화를 나눴다고요? 점프하고 삐걱거리고 끽끽거리며 오, 잠깐만요, 그건 틀렸어요. 그래도 정말 멋졌을 거예요!

GEN_NPC_STORY_VALE_START_PIOUS_1 |= 드루이다에게 성대한 제물을 바칠 수 있을까요? 그러면 당신이 여신들과 얼마나 친밀한지 증명할 수 있을 것 같군요.
GEN_NPC_STORY_VALE_TASK_NAME_PIOUS_1 |= 드루이다에게 5 별 제물 바치기
GEN_NPC_STORY_VALE_TASK_DESC_PIOUS_1 |= 여신의 날에 드루이다에게 5 별 아이템 중 하나를 제물로 바치세요.
GEN_NPC_STORY_VALE_END_PIOUS_1 |= 예배와 헌신의 혜택을 진정으로 옹호하는 사람입니다. 이제 저의 헌신은 여러분에게로 향합니다.

GEN_NPC_STORY_VALE_START_PIOUS_2 |= 프라일에게 최상급 제물을 바칠 수 있나요? 그렇게 하면 예배를 위해 더 많은 노력을 기울일 준비가 되어 있다는 것을 보여줄 수 있습니다.
GEN_NPC_STORY_VALE_TASK_NAME_PIOUS_2 |= 프라일에게 5 별 제물 바치기
GEN_NPC_STORY_VALE_TASK_DESC_PIOUS_2 |= 여신의 날에 프라일에게 5 별 아이템 중 하나를 제물로 바치세요.
GEN_NPC_STORY_VALE_END_PIOUS_2 |= 넌 정말 필요한 것을 가지고 있고 명령을 받는 것을 좋아해! 경험치 몇 개와 보상이라면 뭐든 안 할 수 없겠어? 말하지 마세요! 어쨌든, 그 점은 존중합니다.

GEN_NPC_STORY_SUMMERDOWN_INTRO_1_GENERIC |= 반갑습니다! 베일에서 오셨나요? 거기가 아주 아름답다고 들었어요. 서머다운은 양귀비꽃이 필 때, 특히 커다란 양귀비꽃이 피면 정말 예뻐요!
GEN_NPC_STORY_SUMMERDOWN_INTRO_1_GENERIC |= 안녕하세요! 멀리서나마 만나서 반갑습니다. 파티하기 좋은 곳이라는 소문을 듣고 최근에 이사왔어요!
GEN_NPC_STORY_SUMMERDOWN_INTRO_1_QUIRKY |= 안녕, 동료 인간 동료여... 네가 인간이라면? 이 많은 장난꾸러기 페이들을 보면 확신할 수 없지. 변신술사들, 그 많은 녀석들!
GEN_NPC_STORY_SUMMERDOWN_INTRO_1_PIOUS |= 나이다를 찬양합니다. 만나서 반가워요. 당신에게 축복이 있기를.

GEN_NPC_STORY_SUMMERDOWN_INTRO_2_GENERIC |= 이 부분에는 분명 과잉의 분위기가 있습니다. 양귀비, 파이, 음주, 쾌락 추구. 꽤 거칠어요.
GEN_NPC_STORY_SUMMERDOWN_INTRO_2_GENERIC |= 음식으로 허리둘레에 살을 조금 더 찌웠다가 춤과 다른 여가 활동으로 다시 빼는 곳처럼 보입니다.
GEN_NPC_STORY_SUMMERDOWN_INTRO_2_COMPLAINER |= 저는 이곳에 처음 왔어요. 괜찮은 곳인가요? 주변에 몬스터가 너무 많지 않았으면 좋겠네요.

GEN_NPC_STORY_SUMMERDOWN_FRIENDLY_1_GENERIC |= 서머다운은 꽤나 즐거운 곳입니다. 나무와 덤불, 벽돌과 대들보마다 유쾌함이 가득합니다. 평화로운 것을 좋아한다면 가끔은 조금 과할 수도 있습니다.
GEN_NPC_STORY_SUMMERDOWN_FRIENDLY_1_GENERIC |= 안녕 친구. 세상 사람으로서 제가 어디를 방문해야 할까요? 사색하기에 좋은 조용한 숲이나 조용한 수영장이 있나요?
GEN_NPC_STORY_SUMMERDOWN_FRIENDLY_1_QUIRKY |= 페이에 대해 들어봤어요. 하지만 어디를 찾아야 할지 안다면 지역 숲을 거닐며 찾을 수 있는 것은 그것만이 아닙니다. 구석구석 비밀스러운 구석에 낯선 것들이 가득합니다. 얼마 전 홈스테드 북쪽을 걷다가 거인의 신발 조각 근처에서 함께 기어 다니는 이상한 살덩어리 생명체로 가득한 공터를 발견했어요. 정말 신기했어요!
GEN_NPC_STORY_SUMMERDOWN_FRIENDLY_1_BOASTFUL |= 제 빵 굽기가 현지인들에게 잘 먹히고 있는 것 같네요. 생산물 중 일부를 페스트필드에 가져가야겠어요. 맛있는 황동을 만들 수 있을 거예요.
GEN_NPC_STORY_SUMMERDOWN_FRIENDLY_1_COMPLAINER |= 저는 전에 살던 집에서 무서운 것들 때문에 고생이 많았어요. 황야를 가로질러 멜로우필드로 갈 때는 심플우드를 피하려고 노력하지만 여전히 소름이 돋고, 가끔씩 괴물이 숲에서 나와 장난을 친다고 해요.

GEN_NPC_STORY_SUMMERDOWN_FRIENDLY_2_GENERIC |= 아직 제대로 가보지 못한 곳이 몇 군데 있습니다.
GEN_NPC_STORY_SUMMERDOWN_FRIENDLY_2_GENERIC |= 맥주, 파이, 축제에 대한 이야기에서 벗어날 수 있는 조용한 장소가 서머다운에 있는지 궁금해요.
GEN_NPC_STORY_SUMMERDOWN_FRIENDLY_2_JOVIAL |= 주변 사람들은 모두 친절하지만 저는 여전히 친구를 사귀는 것이 어렵습니다. 다들 이미 서로를 다 알고 있거든요. 저는 금붕어 파티를 구경하는 고양이처럼 겉돌고 있어요. 문과 함께 드라운힐에서 캠핑을 해야 할 것 같아요. 텐트 안에서요 게딧?!
GEN_NPC_STORY_SUMMERDOWN_FRIENDLY_2_PIOUS |= 저는 러버우드에서 커플들이 오고가는 모습을 지켜보며 시간을 보내고 있습니다. 가끔은 이런 신이 아니라 사랑 그 자체와 그 사랑이 가져다주는 모든 것을 숭배해야 한다고 생각해요. 하지만 입 밖으로 내지는 않았어요.

GEN_NPC_STORY_SUMMERDOWN_LIKE_1_GENERIC |= 포피힐과 그 주변 지역을 더 많이 탐험해봤어요. 당신처럼 좋은 기운이 느껴져요!
GEN_NPC_STORY_SUMMERDOWN_LIKE_1_GENERIC |= 페스트필드에서 치킨 경주를 하는 걸 봤어요. 정말 특이한 일이죠! 사람들이 힘들게 번 돈을 걸고 누가 가장 빠른지 겨루는 거예요. 미치겠네!
GEN_NPC_STORY_SUMMERDOWN_LIKE_1_BOASTFUL |= 서머다운에서 제빵 대회가 열린다고요? 저도 참가할 수 있어요. 여름이 다가오면 이곳 주민들이 가장 많이 하는 이야기예요. 현지인들이 먹는 파이와 케이크의 양을 보면 알 수 있죠. 가족 레시피를 조금 더 다듬어야겠지만 언젠가 우승하는 모습을 보게 될 거예요.
GEN_NPC_STORY_SUMMERDOWN_LIKE_1_JOVIAL |= 매년 열리는 댄스파티가 있어요. 친구를 사귀는 기회로 삼아야 할 것 같아요. 생각해보니 제 춤 실력은 좀 더 연습해야 할 것 같아요.

GEN_NPC_STORY_SUMMERDOWN_LIKE_2_GENERIC |= 시간을 보내기 위해 노래를 만들었습니다. '장미는 붉고 양귀비도 붉어. 내 마음은 붉고 너를 위해 뛰고 있어'. 약간 촌스럽긴 하지만 언젠가 이 모든 것을 담은 책을 써서 큰돈을 벌 수 있을 거라고 확신합니다.
GEN_NPC_STORY_SUMMERDOWN_LIKE_2_GENERIC |= 베일에는 흥미로운 이벤트, 축제, 랜드마크가 정말 많습니다. 다른 피난처보다 훨씬 더 크고 훨씬 더 다양해요. 이곳으로 이사 오길 잘했어요!
GEN_NPC_STORY_SUMMERDOWN_LIKE_2_QUIRKY |= 이 이상한 생명체들이 어디서 왔는지 궁금해요. 허수아비도 가끔씩 일어나서 튀어다닌다고 현지인한테 들었어요. 늙은 프레드 바리콘이라고 하더군요. 한 번 보면 믿음이 가네요.
GEN_NPC_STORY_SUMMERDOWN_LIKE_2_COMPLAINER |= 그만하면 충분합니다. 이 괴물들에 대해 뭔가 조치가 필요해. 마녀사냥꾼의 도움을 받을 수 있을까요? 홈스테드 선술집에서 그를 본 적이 있어요. 내가 본 중에 가장 못된 놈이었어.
GEN_NPC_STORY_SUMMERDOWN_LIKE_2_PIOUS |= 또 다시 여신의 날이 다가오는데, 제가 무엇을 선물하고 싶은지 정말 모르겠어요. 이런 말 하면 안 되는 건 알지만, 점점 귀찮은 일처럼 느껴지기 시작했어요. 정말 영원히 이걸 해야 할까요?

GEN_NPC_STORY_SUMMERDOWN_START_COMPLAINER_1 |= 내 사랑을 원한다고? 내 등을 긁어주면 나도 네 등을 긁어줄게. 마녀사냥꾼 현상금 몇 개만 해결하면 난 더 쉽게 잠들 수 있고, 우린 절친이 될 수 있어.
GEN_NPC_STORY_SUMMERDOWN_TASK_NAME_COMPLAINER_1 |= 마녀사냥꾼 현상금 5회 클리어
GEN_NPC_STORY_SUMMERDOWN_TASK_DESC_COMPLAINER_1 |= 농가의 선술집에서 마녀 사냥꾼과 대화하여 현상금 5개를 클리어하세요.
GEN_NPC_STORY_SUMMERDOWN_END_COMPLAINER_1 |= 몬스터의 살인자, 정말 존경스럽군! 더 빨리 끝낼 수도 있었지만 괜찮아.

GEN_NPC_STORY_SUMMERDOWN_START_COMPLAINER_2 |= 마녀 사냥꾼을 찾으세요. 농가의 선술집에서 그를 찾을 수 있습니다. 하지만 너무 많은 관심을 끌고 싶지 않으니, 불면증 환자를 제외한 모든 사람이 잠자리에 든 자정 이후에 찾아가는 것이 좋겠습니다.
GEN_NPC_STORY_SUMMERDOWN_TASK_NAME_COMPLAINER_2 |= 마녀사냥꾼 현상금 5회 클리어
GEN_NPC_STORY_SUMMERDOWN_TASK_DESC_COMPLAINER_2 |= 농가의 선술집에서 마녀 사냥꾼과 대화하여 현상금 5개를 클리어하세요.
GEN_NPC_STORY_SUMMERDOWN_END_COMPLAINER_2 |= 그를 찾았어요? 키가 좀 크고 무섭게 생겼어요. 그래도 거래는 거래야.

GEN_NPC_STORY_SUMMERDOWN_START_JOVIAL_1 |= 그거 알아요? 자네는 훌륭하다고 생각하지만 조금 더 긴장을 풀고 여유를 가져야겠어. 여름의 첫날, 페스트필드에서 열리는 메이폴 댄스에 참여해보는 건 어떨까요? 사랑을 느슨하게 흔들어 보세요!
GEN_NPC_STORY_SUMMERDOWN_TASK_NAME_JOVIAL_1 |= 메이폴 댄스 참여하기
GEN_NPC_STORY_SUMMERDOWN_TASK_DESC_JOVIAL_1 |= 여름 1일차에 축제 필드로 가서 표시된 구역으로 들어가 메이폴 댄스에 참여하세요.
GEN_NPC_STORY_SUMMERDOWN_END_JOVIAL_1 |= 폭동 아니었어?! 아뇨, 그냥 춤이었어요. 그래도 좋은 춤이었어요. 춤으로 자신을 진동하는 닭처럼 보이게 해줘서 고마워요.

GEN_NPC_STORY_SUMMERDOWN_START_JOVIAL_2 |= 함께 즐거운 일을 해봅시다! 닭 경주가 열리면 같이 보러 가는 건 어때요? 난 닭 울음소리가 들리는 걸 좋아하거든.
GEN_NPC_STORY_SUMMERDOWN_TASK_NAME_JOVIAL_2 |= {FULLNAME}과 함께 닭 경주를 관람하세요.
GEN_NPC_STORY_SUMMERDOWN_TASK_DESC_JOVIAL_2 |= {FULLNAME}을 받아 치킨 레이싱 당일 페스트필드에 있는 표시된 지역으로 데려가세요.
GEN_NPC_STORY_SUMMERDOWN_END_JOVIAL_2 |= 고마워요. 알을 품은 것처럼 작은 깃털이 달린 바닥이 트랙을 따라 흔들리는 모습을 보는 것은 정말 즐거웠습니다.

GEN_NPC_STORY_SUMMERDOWN_START_BOASTFUL_1 |= 다음 그레이트 퀼리쉬 베이크 오프에 참가해서 우승할 것 같아요. 우리 둘의 작은 도전에 대해 어떻게 생각하세요? 여름의 12일 FestField에서요. 거기서 만나거나 네모난 샌드위치가 되어보세요.
GEN_NPC_STORY_SUMMERDOWN_TASK_NAME_BOASTFUL_1 |= 썸머다운 대 퀼리쉬 베이크 오프에서 {FULLNAME}을 쓰러뜨리세요.
GEN_NPC_STORY_SUMMERDOWN_TASK_DESC_BOASTFUL_1 |= 페스트필드에서 12일 여름에 열리는 베이크 오프에 참가해 우승하세요. 시상대에 오르려면 별 5개의 창작물이 필요할 것입니다!
GEN_NPC_STORY_SUMMERDOWN_END_BOASTFUL_1 |= 당신은 제빵의 달인이고, 실수하지 않았어요! 정말 멋진 빵을 뽑아주셨어요. 언젠가 다시 와서 또 해봐야겠어요!

GEN_NPC_STORY_SUMMERDOWN_START_BOASTFUL_2 |= 제빵 대회 연습 때문에 너무 피곤해요. 체력을 올려주실 수 있나요?
GEN_NPC_STORY_SUMMERDOWN_TASK_NAME_BOASTFUL_2 |= {FULLNAME}에게 체력 적용
GEN_NPC_STORY_SUMMERDOWN_TASK_DESC_BOASTFUL_2 |= 체력 특성이 있는 아이템을 {FULLNAME}에게 선물합니다.
GEN_NPC_STORY_SUMMERDOWN_END_BOASTFUL_2 |= 아, 이제 훨씬 더 힘이 났어요, 감사합니다!

GEN_NPC_STORY_SUMMERDOWN_START_QUIRKY_1 |= 안녕! 날 사랑한다면 프레드 바리콘의 놀라운 광경을 보러 데려가야지. 사람들이 말하길, 프레드가 페스트필드에서 여름이 시작되는 4일에 깨어나 사탕을 나눠주며 뛰어다닌다고 하더라고요. 꼭 봐야겠어요.
GEN_NPC_STORY_SUMMERDOWN_TASK_NAME_QUIRKY_1 |= 프레드 바리콘이 깨어나는 오후 8시 동안 {FULLNAME}을 데리고 페스트필드로 가세요.
GEN_NPC_STORY_SUMMERDOWN_TASK_DESC_QUIRKY_1 |= 여름 4일 오후 8시에 {FULLNAME}을 팔로우하여 페스트필드로 데려가세요.
GEN_NPC_STORY_SUMMERDOWN_END_QUIRKY_1 |= 내 버터 요리에 축복을! 정말 대단하네요. 튀어오르는 허수아비가 사탕을 토해내다니. 그런 광경을 본 적이 있나요? 글쎄요, 네, 거기 있었기 때문에 보셨겠지만 무슨 말인지 아시겠죠?

GEN_NPC_STORY_SUMMERDOWN_START_QUIRKY_2 |= 최근 페스트필드에 있는 허수아비가 매년 여름 4일에 살아난다고 들었어요. 허수아비를 돌로 치면 사탕을 뿌려준다는 이야기가 있어요. 그렇게 하면 영웅이 될 수 있을 것 같아요!
GEN_NPC_STORY_SUMMERDOWN_TASK_NAME_QUIRKY_2 |= 새총으로 프레드 바리콘을 두 번 공격합니다.
GEN_NPC_STORY_SUMMERDOWN_TASK_DESC_QUIRKY_2 |= 4일 여름 오후 8시 이후 프레드 바리콘이 튀어나오기를 기다렸다가 새총으로 그를 두 번 명중시키세요.
GEN_NPC_STORY_SUMMERDOWN_END_QUIRKY_2 |= 넌 정말 용감해. 넌 내가 존경할 만한 사람이야. 특히 네가 테이블 위에 서 있었다면. 사탕 맛이 좋았으면 좋겠어요... 어디에 보관하는지 모르겠어요!

GEN_NPC_STORY_SUMMERDOWN_START_PIOUS_1 |= 나이다에게 성대한 제물을 바칠 수 있을까요? 정말, 정말 좋은 거요.
GEN_NPC_STORY_SUMMERDOWN_TASK_NAME_PIOUS_1 |= 나이다에게 5 별 제물 바치기
GEN_NPC_STORY_SUMMERDOWN_TASK_DESC_PIOUS_1 |= 여신의 날에 모든 여신상에서 나이다에게 5 별 제물을 바치세요.
GEN_NPC_STORY_SUMMERDOWN_END_PIOUS_1 |= 위대하신 분의 성대한 제물입니다. 여신들이 당신의 머리에 꿀을 붓고 소나기를 내리시길. 당신은 인간의 모습을 한 대접입니다.

GEN_NPC_STORY_SUMMERDOWN_START_PIOUS_2 |= 히알리스에게 최고급 제물을 바치시겠습니까?
GEN_NPC_STORY_SUMMERDOWN_TASK_NAME_PIOUS_2 |= 히알리스에게 5 별 제물 바치기
GEN_NPC_STORY_SUMMERDOWN_TASK_DESC_PIOUS_2 |= 여신의 날에 모든 여신상에서 히알리스에게 5 별 제물을 바치세요.
GEN_NPC_STORY_SUMMERDOWN_END_PIOUS_2 |= 진정한 신봉자! 존경스럽군.

GEN_NPC_STORY_MELLOWFIELDS_INTRO_1_GENERIC |= 잘 만났어요! 발품을 좀 팔아본 사람처럼 보이네요. 임무를 수행하고 작은 보상을 얻는 것을 좋아하시죠?
GEN_NPC_STORY_MELLOWFIELDS_INTRO_1_COMPLAINER |= 여기 주변 시장이 어떤지 아세요? 꽤 쓸모없고 재미없을 거예요.
GEN_NPC_STORY_MELLOWFIELDS_INTRO_1_JOVIAL |= 좋은 하루 되세요. 막 산책을 나가려던 찰나에 저를 잡으셨군요. 아니면 머리 좀 식히러 나가려고요. 확실히 전자인 것 같아요!

GEN_NPC_STORY_MELLOWFIELDS_INTRO_2_GENERIC |= 저는 구석구석에 어떤 것이 있는지 알아보기 위해 조금 탐험을 해보았습니다. 베일만큼 풍부하거나 다양하지는 않지만 여전히 흥미롭습니다.
GEN_NPC_STORY_MELLOWFIELDS_INTRO_2_PIOUS |= 잘 만났습니다. 복된 하루 되시길 바랍니다.

GEN_NPC_STORY_MELLOWFIELDS_FRIENDLY_1_GENERIC |= 이곳은 분명 매력적이지만, 가십과 뒷담화, 탐욕의 화약고라는 것을 알게 되었습니다. 경쟁이 너무 치열해요!
GEN_NPC_STORY_MELLOWFIELDS_FRIENDLY_1_GENERIC |= 멜로우필즈의 시골 정원에는 얼마나 많은 꽃이 자라나요? 제가 아는 꽃을 보여주시면 알려드릴게요. 하! 그냥 놀리는 거야. 아직 당신의 피튜니아는 보고 싶지 않아요.
GEN_NPC_STORY_MELLOWFIELDS_FRIENDLY_1_QUIRKY |= 제 가금류 파트너와 저는 현지인들과 시간을 보내며 새로운 친구를 사귀었습니다. 친구를 데리고 대상포진에 가려고 했는데 미드우드의 뒤틀린 나무를 볼 때마다 말 그대로 겁을 먹더라고요.
GEN_NPC_STORY_MELLOWFIELDS_FRIENDLY_1_BOASTFUL |= 얼마 전 트윙잉 가든을 산책했습니다. 솔직히 말해서 제 자존심이 한 방 먹었죠. 그곳의 정원은 정말 멋졌어요. 마쉬티트가 양파와 다른 식물에 대해 잘 알고 있더군요.
GEN_NPC_STORY_MELLOWFIELDS_FRIENDLY_1_PIOUS |= 댄서들에 있는 조각상들이 정말 신비로운 분위기를 풍기고 있네요, 아시죠? 저 땅에서 어떤 마법이 흘러나오는지는 모르겠지만 뭔가 특별한 느낌이 들어요. 분명 어떤 목적이 있을 거예요!

GEN_NPC_STORY_MELLOWFIELDS_FRIENDLY_2_GENERIC |= 정원과 울타리에는 분명 많은 속삭임과 킥킥거리며 자라는 것들이 숨어 있습니다. 받아들이기에는 너무 많다고 대제사장이 생선장수에게 말했습니다.
GEN_NPC_STORY_MELLOWFIELDS_FRIENDLY_2_GENERIC |= 멜로우필드 사람들은 전통적으로 키가 작았기 때문에 누구보다 더 크고 싶어했고, 정원 가꾸기 같은 재능을 통해 성장 부진을 만회하려고 했던 것 같아요.
GEN_NPC_STORY_MELLOWFIELDS_FRIENDLY_2_COMPLAINER |= 얼마 전 파인페이어에서 시장을 둘러봤어요. 일상적인 기본 물품 외에는 관심 있는 물건이 하나도 없었어요. 매우 실망스러웠어요.
GEN_NPC_STORY_MELLOWFIELDS_FRIENDLY_2_JOVIAL |= 이곳 멜로우필드에는 구석구석 발견할 곳이 정말 많아요. 얼마 전 멜로우브룩 북동쪽에서 숨겨진 작은 동굴을 발견했어요. 마법 같았죠. 글쎄요, '실제로' 마법 같은 건 아니었어요.

GEN_NPC_STORY_MELLOWFIELDS_LIKE_1_GENERIC |= 이곳의 공기는 정말 기분이 좋아지는군요. 저 꽃향기 속에 뭔가 있나 봐요. 정말 큰 키가 되어서 작은 주먹을 흔들며 저를 화나게 바라보는 모든 꼬마들에게 트로피를 흔드는 꿈을 계속 꿔요. 아이들의 얼굴은 부러움으로 가득 차 있고, 저는 너무 웃어서 재채기를 하며 그들을 날려버립니다.
GEN_NPC_STORY_MELLOWFIELDS_LIKE_1_GENERIC |= 당신은 좋은 정원사입니까? 당신은 풍자와 소스로 가득 차 있습니까? 씁쓸한가요? 이기적인가요? 이런 성격이라면 이 부분에 잘 어울리겠지만, 실제로는 정원 가꾸기를 잘 못하시는 것 같네요. 하! 농담이에요.
GEN_NPC_STORY_MELLOWFIELDS_LIKE_1_BOASTFUL |= 현지인들로부터 가을에 열리는 채소 전시회가 있다고 들었어요. 여행하면서 얻은 지식으로 수상 경력에 빛나는 채소를 재배할 수 있을 것 같아요. 자신감이 오만하게 들릴 수도 있겠네요.
GEN_NPC_STORY_MELLOWFIELDS_LIKE_1_COMPLAINER |= 이곳의 현지 상인들은 똑같은 물건만 팔고 있습니다. 여행하는 상인조차도 더 이상 흥미롭고 "이국적인" 물건은 거의 없습니다. 그저 똑같은 문신일 뿐이죠. 그래도 잘 팔리니 비난할 수는 없죠. 정신이 아니라 대중을 먹여 살리는 거죠?

GEN_NPC_STORY_MELLOWFIELDS_LIKE_2_GENERIC |= 이 동네 사람들은 가끔 말뚝을 한두 개 뽑거나 최소한 빨랫줄에 걸어 말려야 할 것 같아요! 프라일의 들판에 있는 풍차에 달아두면 좋겠어요!
GEN_NPC_STORY_MELLOWFIELDS_LIKE_2_GENERIC |= 스스로에 대해 부풀어 있는 자신을 발견했다면, 잠시 시간을 내어 장미 향기를 맡아보세요. 그 향기를 맡으면 사랑이 느껴질지도 모릅니다. 저도 스스로가 허무하게 느껴질 때마다 그렇게 하곤 했어요. 숨을 깊게 들이마시고 나면 다시 단단한 바닥으로 돌아왔어요.
