GEN_NPC_STORY_TRADER_INTRO_1_GENERIC |= 안녕하세요! 만나서 반갑습니다. 제 이름은 {FULLNAME}입니다. 최근에 지역 상품 상점을 인수했으니 많은 성원 부탁드립니다!
GEN_NPC_STORY_SUMMERDOWN_END_QUIRKY_1 |= Well, bless my butter dish! That was incredible. A bouncing scarecrow pooping out candies. Have you ever seen such a sight? Well, yes, you did because you were there, but you know what I mean.

GEN_NPC_STORY_SUMMERDOWN_START_QUIRKY_2 |= I heard recently that the scarecrow in Festfield comes to life on the 4th of every Summer. The tales say that if you can strike him with a stone, he'll shower you with candy. If you do that, then I'd think you are a hero!
GEN_NPC_STORY_SUMMERDOWN_TASK_NAME_QUIRKY_2 |= Strike Fred Barleycorn with the slingshot twice
GEN_NPC_STORY_SUMMERDOWN_TASK_DESC_QUIRKY_2 |= Wait for Fred Barleycorn to bounce around on 4th Summer after 8pm, then hit him twice with your slingshot.
GEN_NPC_STORY_SUMMERDOWN_END_QUIRKY_2 |= You are so brave. You are someone I could look up to, especially if you were standing on a table. I hope the candy tasted nice... I have no idea where he stores it!

GEN_NPC_STORY_SUMMERDOWN_START_PIOUS_1 |= Could you make a grand offering to Naida? A really, really good one.
GEN_NPC_STORY_SUMMERDOWN_TASK_NAME_PIOUS_1 |= Make a 5-star offering to Naida
GEN_NPC_STORY_SUMMERDOWN_TASK_DESC_PIOUS_1 |= On Goddess Day, make a 5-star offering to Naida at any Goddess Statue.
GEN_NPC_STORY_SUMMERDOWN_END_PIOUS_1 |= A grand offering from a grand person. May the Goddesses pour honey on your head and shower you with sprinkles. You are a treat in human form.

GEN_NPC_STORY_SUMMERDOWN_START_PIOUS_2 |= Could you make a top-notch offering to Hyalis?
GEN_NPC_STORY_SUMMERDOWN_TASK_NAME_PIOUS_2 |= Make a 5-star offering to Hyalis
GEN_NPC_STORY_SUMMERDOWN_TASK_DESC_PIOUS_2 |= On Goddess Day, make a 5-star offering to Hyalis at any Goddess Statue.
GEN_NPC_STORY_SUMMERDOWN_END_PIOUS_2 |= A true devotee! You earned my respect.

GEN_NPC_STORY_MELLOWFIELDS_INTRO_1_GENERIC |= Well met! You look like someone who has put in a bit of footwork. Like doing tasks and gaining little rewards, do we?
GEN_NPC_STORY_MELLOWFIELDS_INTRO_1_COMPLAINER |= Hey, do you know what the markets are like around here? I bet they are pretty useless and unexciting.
GEN_NPC_STORY_MELLOWFIELDS_INTRO_1_JOVIAL |= Good day. You've caught me as I'm just about to head out for a walk. Or walk out for a head. Definitely the former, I think!

GEN_NPC_STORY_MELLOWFIELDS_INTRO_2_GENERIC |= I have been doing a little exploring to see what the nooks and crannies have to offer. It's definitely not as abundant or varied as your Vale, but it is still interesting.
GEN_NPC_STORY_MELLOWFIELDS_INTRO_2_PIOUS |= Well met. I hope you have a blessed day.

GEN_NPC_STORY_MELLOWFIELDS_FRIENDLY_1_GENERIC |= This place is certainly charming to the eye, but I have discovered it is a hot-flower-bed of gossip, backstabbing and greed. It's so competitive!
GEN_NPC_STORY_MELLOWFIELDS_FRIENDLY_1_GENERIC |= How many flowers grow in a Mellowfields country garden? I'll tell you some that I know if you show me yours. Ha! Just teasing. I don't want to see your petunias yet.
GEN_NPC_STORY_MELLOWFIELDS_FRIENDLY_1_QUIRKY |= My poultry partner and I have spent some time with the locals, and we've both made some new friends. I was considering taking my pal down to The Shingles, but they literally chicken out whenever they see the twisted trees of Midwood.
GEN_NPC_STORY_MELLOWFIELDS_FRIENDLY_1_BOASTFUL |= I took a walk around Twanging Gardens the other day. Go to admit it, my ego took a hit. The gardens there are magnificent. That Marshtyt knows his onions and other plants.
GEN_NPC_STORY_MELLOWFIELDS_FRIENDLY_1_PIOUS |= Those statues up in the Dancers give off a real mystical vibe, you know? I don't know what magic is coursing through that ground but it's something special. They definitely have some purpose!

GEN_NPC_STORY_MELLOWFIELDS_FRIENDLY_2_GENERIC |= The gardens and hedgerows certainly hide a lot of whispers, giggling and growing things. It's a bit much to take in, said the High Priest to the fishmonger.
GEN_NPC_STORY_MELLOWFIELDS_FRIENDLY_2_GENERIC |= I think the fact that Mellowfields folk were traditionally quite short, made them want to be bigger than anyone else, and were also trying to make up for their stunted growth with tales of prowess... at gardening, I mean.
GEN_NPC_STORY_MELLOWFIELDS_FRIENDLY_2_COMPLAINER |= I browsed the market at FineFayre the other day. Other than your day-to-day basics, nothing of interest was on sale anywhere. Very disappointing.
GEN_NPC_STORY_MELLOWFIELDS_FRIENDLY_2_JOVIAL |= There are so many nooks and crannies to discover here in Mellowfields. I found a little hidden cavern in the northeast of Mellowbrook the other day. Magical. Well, it wasn't 'actually' magical.

GEN_NPC_STORY_MELLOWFIELDS_LIKE_1_GENERIC |= The air around here really does get to you. Must be something in the scent of all those flowers. I keep dreaming of being really tall and waving trophies at all the little people looking angrily up at me, waving their tiny fists. Their faces are green with envy, and then I laugh so hard I sneeze and blow them away.
GEN_NPC_STORY_MELLOWFIELDS_LIKE_1_GENERIC |= Are you a good gardener? Are you full of innuendo and sauce? Bitter? Egotistical? You would fit right in around these parts, were you like that, but I can see you are actually not that good at gardening. Ha! Just kidding.
GEN_NPC_STORY_MELLOWFIELDS_LIKE_1_BOASTFUL |= I've heard from the locals that there is a Vegetable Show that takes place in Autumn. I think I've picked up enough knowledge on my travels that I should be able to grow some award-winning vegetables. Confidence may sound like arrogance, and it is.
GEN_NPC_STORY_MELLOWFIELDS_LIKE_1_COMPLAINER |= The local traders around here just sell the same stuff. Even the travelling trader barely has anything interesting and "exotic" any more. Its just the same old tat. Can't blame them though, it must sell well. Feed the masses, not the mind, eh?

GEN_NPC_STORY_MELLOWFIELDS_LIKE_2_GENERIC |= I think at times people around here need taking down a peg or two, or at least hanging up to dry on the clothesline! Maybe we should attach them to the windmills in Freyl's Fields!
GEN_NPC_STORY_MELLOWFIELDS_LIKE_2_GENERIC |= If you do find yourself having an inflated opinion of yourself, please take a moment to sit back and smell the roses. You might find that their aroma makes you feel some love. I used to do that whenever I felt myself floating away. A good deep inhalation and I was back on firm ground again.
GEN_NPC_STORY_MELLOWFIELDS_LIKE_2_QUIRKY |= May I trust some insight with you? Well, my secret hobby is chickens; particularly how chickens act as a social group. I heard that yearly there is a chicken migration that is quite the sight! Can you imagine such a thing? I just realised that my secret hobby is not a secret now. Please keep your beak shut.
GEN_NPC_STORY_MELLOWFIELDS_LIKE_2_JOVIAL |= I want to experience all that this Haven has to offer. The yearly Blossom Dance is a favourite of mine. It's not only beautiful, but is good for losing a bit off the old waist!
GEN_NPC_STORY_MELLOWFIELDS_LIKE_2_PIOUS |= I'm a little bit worried that my fascination with the Dancer statues has angered the Goddess a little. At the end of the day, they're top of the pile. My spiritual focus should be on them and not some bizarre landmark.

GEN_NPC_STORY_MELLOWFIELDS_START_COMPLAINER_1 |= I am so annoyed about the traders not selling what I want. I wrote to the Trading Standards Committee but of course, they stopped existing 5000 years ago. I have researched where to maybe get some more exciting items, and in my scrabblings, I discovered that there is a Ghost Trader! A trader who is a ghost! That put me in high spirits, no pun intended. All I know is that he was known to frequent the moors at night. Buy something from him, or her... we don't necessarily know them, and I will be a friend for life. Or until our friendship level drops.
GEN_NPC_STORY_MELLOWFIELDS_TASK_NAME_COMPLAINER_1 |= Purchase 1 item from the Ghost Trader
GEN_NPC_STORY_MELLOWFIELDS_TASK_DESC_COMPLAINER_1 |= Seek the Ghost Trader and buy one item by interacting and choosing the Shop Sign. You may need to find out when and where they appear.
GEN_NPC_STORY_MELLOWFIELDS_END_COMPLAINER_1 |= I can't really complain. You did what was asked, so thanks!

GEN_NPC_STORY_MELLOWFIELDS_START_COMPLAINER_2 |= I am so annoyed about the traders not selling what I want. I wrote to the Trading Standards Committee but of course, they stopped existing 5000 years ago. I have researched where to maybe get some more exciting items, and in my scrabblings, I discovered that there is a Ghost Trader! A trader who is a ghost! I would love to meet them! Take me to this spirit and I will love you like you ain't never been loved before!
GEN_NPC_STORY_MELLOWFIELDS_TASK_NAME_COMPLAINER_2 |= Take {FULLNAME} to the ghost trader
GEN_NPC_STORY_MELLOWFIELDS_TASK_DESC_COMPLAINER_2 |= Take the NPC to the marked area by the Ghost Trader. You may need to find out when and where they appear.
GEN_NPC_STORY_MELLOWFIELDS_END_COMPLAINER_2 |= I just had the shopping experience of an afterlife-time. I hope the things I bought aren't perishable!

GEN_NPC_STORY_MELLOWFIELDS_START_JOVIAL_1 |= You look like someone who can bust a few hips. I mean, moves. Why don't you join in the Blossom Dance in FineFayre on the 2nd day of Spring? Be like Blossom!
GEN_NPC_STORY_MELLOWFIELDS_TASK_NAME_JOVIAL_1 |= Take part in the Blossom Dance
GEN_NPC_STORY_MELLOWFIELDS_TASK_DESC_JOVIAL_1 |= Go to FineFayre on Day 2 of Spring and take part in the Blossom Dance by entering the marked area.
GEN_NPC_STORY_MELLOWFIELDS_END_JOVIAL_1 |= Well, you certainly blossomed as a dancer! You were on the floor for most of it. Thanks for turning up though.

GEN_NPC_STORY_MELLOWFIELDS_START_JOVIAL_2 |= Let's do something fun together! How about we go watch the sheep racing when it is on? I love a bit of a bet on the baa-baa's.
GEN_NPC_STORY_MELLOWFIELDS_TASK_NAME_JOVIAL_2 |= Take {FULLNAME} to watch the sheep racing
GEN_NPC_STORY_MELLOWFIELDS_TASK_DESC_JOVIAL_2 |= Get {FULLNAME} to follow and take them to FineFayre on Sheep Racing day and to the marked area.
GEN_NPC_STORY_MELLOWFIELDS_END_JOVIAL_2 |= Thanks for that. It was great fun to watch their little woolly bottoms bouncing along the track.

GEN_NPC_STORY_MELLOWFIELDS_START_BOASTFUL_1 |= I think I'm going to enter the next Vegetable Show. What do you say to a little challenge between the two of us? See you there, if not before! Earn my respect!
GEN_NPC_STORY_MELLOWFIELDS_TASK_NAME_BOASTFUL_1 |= Beat {FULLNAME} in the Mellowfields Vegetable Show
GEN_NPC_STORY_MELLOWFIELDS_TASK_DESC_BOASTFUL_1 |= Take part in the Vegetable Show in FineFayre and win. You will likely need 5-star veg to top the podium!
GEN_NPC_STORY_MELLOWFIELDS_END_BOASTFUL_1 |= I truly thought my pumpkins were pumped up. That my carrots were the tops and my radishes were rad. You are the true master of veggies.

GEN_NPC_STORY_MELLOWFIELDS_START_BOASTFUL_2 |= I have been trying new techniques for making better veg for the annual Vegetable Show. It has exhausted me, trying to lift those amazing growers. If you have anything that can boost me a bit, I would be much obliged.
GEN_NPC_STORY_MELLOWFIELDS_TASK_NAME_BOASTFUL_2 |= Apply Strength to {FULLNAME}
GEN_NPC_STORY_MELLOWFIELDS_TASK_DESC_BOASTFUL_2 |= Gift any item that has the Strength Trait to {FULLNAME}.
GEN_NPC_STORY_MELLOWFIELDS_END_BOASTFUL_2 |= Not only can I now lift massive veg, but I was also swatting a fly and knocked it into another dimension. What a marvel! You made me feel like an incredible... er... I have the feeling it's an H-word. Hump? Hill? It's comical how I can't think of the word. I shall be avenged!

GEN_NPC_STORY_MELLOWFIELDS_START_QUIRKY_1 |= Would you be so kind as to indulge me in a trip? I want to see the end of the chicken migration. It's always been on my bucket list, which is a list I keep in my bucket. It happens on the 6th of Spring every year. It starts in FineFayre and ends in FestField, which is where we want to go. Let's do it when the time comes! Please!
GEN_NPC_STORY_MELLOWFIELDS_TASK_NAME_QUIRKY_1 |= Take {FULLNAME} to Festfield during the Chicken Migration
GEN_NPC_STORY_MELLOWFIELDS_TASK_DESC_QUIRKY_1 |= Get {FULLNAME} to follow and take them to FestField on 6th Spring.
GEN_NPC_STORY_MELLOWFIELDS_END_QUIRKY_1 |= Look at all them chickens! It was egg-straordinary. Thanks, friend.

GEN_NPC_STORY_MELLOWFIELDS_START_QUIRKY_2 |= I wonder how far the chicken migration goes. It happens on the 6th of spring every year, maybe you could travel along it to find out where it starts and ends? I would go, but I'm not the one doing petty tasks for love.
GEN_NPC_STORY_MELLOWFIELDS_TASK_NAME_QUIRKY_2 |= Visit FineFayre and FestField
GEN_NPC_STORY_MELLOWFIELDS_TASK_DESC_QUIRKY_2 |= Got to the marked areas in FineFayre and FestField on 6th Spring.
GEN_NPC_STORY_MELLOWFIELDS_END_QUIRKY_2 |= They did that whole route? Amazing creatures. I wonder where they go to? That will likely remain a mystery. They can't just vanish!

GEN_NPC_STORY_MELLOWFIELDS_START_PIOUS_1 |= Could you make a grand offering to Freyl? Short but sweet.
GEN_NPC_STORY_MELLOWFIELDS_TASK_NAME_PIOUS_1 |= Make a 5-star offering to Freyl
GEN_NPC_STORY_MELLOWFIELDS_TASK_DESC_PIOUS_1 |= On Goddess Day, make a 5-star offering to Freyl at any Goddess Statue.
GEN_NPC_STORY_MELLOWFIELDS_END_PIOUS_1 |= I'll keep this short to save on word count, but thanks.

GEN_NPC_STORY_MELLOWFIELDS_START_PIOUS_2 |= Could you make a grand offering to Druida?
GEN_NPC_STORY_MELLOWFIELDS_TASK_NAME_PIOUS_2 |= Make a 5-star offering to Druida
GEN_NPC_STORY_MELLOWFIELDS_TASK_DESC_PIOUS_2 |= On Goddess Day, make a 5-star offering to Druida at any Goddess Statue.
GEN_NPC_STORY_MELLOWFIELDS_END_PIOUS_2 |= A proper worshipper and of that there is no doubt.
