CONTEXTDIALOGUE_SPOUSE_WEALTH_POOR |= 돈이 더 많았으면 좋겠어.
CONTEXTDIALOGUE_GENERAL_SPECIAL_TREE_DIALOGUE_VEGSHOW |= 좋은 채소를 키우고 싶어.
CONTEXTDIALOGUE_GENERAL_SPECIAL_TREE_DIALOGUE_VEGSHOW |= 리크가 필요해!
CONTEXTDIALOGUE_GENERAL_SPECIAL_TREE_DIALOGUE_VEGSHOW |= 올해도 경쟁이 치열합니다!
CONTEXTDIALOGUE_GENERAL_SPECIAL_TREE_DIALOGUE_VEGSHOW |= 누가 상품을 가지고 있을까?
CONTEXTDIALOGUE_GENERAL_SPECIAL_TREE_DIALOGUE_VEGSHOW |= 최고의 재능 쇼야.
CONTEXTDIALOGUE_GENERAL_SPECIAL_TREE_DIALOGUE_VEGSHOW |= 매우 인상적인 출품작이야.
CONTEXTDIALOGUE_GENERAL_SPECIAL_TREE_DIALOGUE_VEGSHOW |= 저 연단이 충분히 튼튼할까?


CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_GRANDMASTERTOMBOPEN |= 무덤을 열었어?
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_GRANDMASTERTOMBOPEN |= 어디로 들어갔지? 무덤?
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_GRANDMASTERTOMBOPEN |= 저 큰 문 뒤에 뭐가 있었지?
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_GRANDMASTERTOMBOPEN |= 툼레이더야!
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_CHICKENRESCUE |= 꽥꽥거리는 놈들을 찾았어?
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_CHICKENRESCUE |= 예이! 잃어버린 닭을 되찾았어!
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_CHICKENRESCUE |= 닭 탐지기야!
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_CHICKENRESCUE |= 닭잡이! 오래됐지만 황금이에요!
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_UNWELL |= 워마쉬를 도와줘서 고마워.
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_UNWELL |= 저주를 파괴하는 자!
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_UNWELL |= 대디 롱 레그를 만났어?
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_UNWELL |= 잘 씻었어! 이제 가서 내 화장실을 청소해줘.
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_WITCHSLAYER |= 마녀사냥꾼이야!
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_WITCHSLAYER |= 할망을 죽였다고?!
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_WITCHSLAYER |= 새로운 할망사냥꾼이 된거야?
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_WITCHSLAYER |= 인상적인 할망 사냥!
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_JABBERWOCKENCOUNTER |= 야수를 봤어?
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_JABBERWOCKENCOUNTER |= 재버워크를 못 봤을 거라 생각해!
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_JABBERWOCKENCOUNTER |= 얼마나 컸어?
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_JABBERWOCKENCOUNTER |= 그걸 보고 살았다고?
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_JABBERWOCKPRESENCE |= 뭔가 끔찍한 일이 벌어지고 있어.
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_JABBERWOCKPRESENCE |= 어떤 존재를 본거야?
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_JABBERWOCKPRESENCE |= 북쪽에서 불길한 기운이 느껴져.
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_JABBERWOCKPRESENCE |= 불길한 바람이 불고 있어.
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_JABBERWOCKPRESENCE |= 뭔가 끔찍한 일이 벌어지고 있어.
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_JABBERWOCKPRESENCE |= 어둠이 퍼지고 있어!
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_JABBERWOCKPRESENCE |= 몬스터가 풀려났다고 들었어.
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_JABBERWOCKPRESENCE |= 북쪽은 조심해!
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_JABBERWOCKSLAIN |= 처치했어! 영웅이야!
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_JABBERWOCKSLAIN |= 재버워크 학살자!
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_JABBERWOCKSLAIN |= 만세! 넌 대단해.
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_JABBERWOCKSLAIN |= 야수를 쓰러뜨렸어!
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_JABBERWOCKSLAIN |= 증오가 사라졌어, 덕분에!
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_JABBERWOCKSLAIN |= 악의 땅을 없애버렸군!
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_JABBERWOCKSLAIN |= 전설이군!
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_JABBERWOCKSLAIN |= 영웅!
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_JABBERWOCKSLAIN |= 야수의 학살자!
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_JABBERWOCKSLAIN |= 죽였어!
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_JABBERWOCKSLAIN |= 영웅! 진정한 영웅!
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_JABBERWOCKSLAIN |= 잘했어, 우리의 영웅!
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_UNCLEPAST |= 삼촌 일은 유감이야.
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_UNCLEPAST |= 오늘은 험담들이 바빠!
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_UNCLEPAST |= 삼촌 소식에 조의를 표한다.
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_UNCLEPAST |= 가호를 빌게, 가엾은 녀석아.
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_UNCLEPAST |= 지난번에 낡은 상자를 파냈지?!
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_UNCLEPAST |= 빌은 대체 뭐였어?!
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_UNCLEPAST |= 가족 비밀, 비밀로 해야지?
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_UNCLEPAST |= 쯧 쯧, 빌의 옛 이야기군.
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_UNCLEPAST |= 묻어두는 게 가장 좋은 비밀도 있어!

CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_LUCY_HENGE |= 그 헨지에서 루시와 뭘 하고 있었어?
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_LUCY_HENGE |= 신비로운 일에 참견하지 마!
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_LUCY_HENGE |= 고대 유물에 코를 들이대지 마!
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_LUCY_HENGE |= 왜 헨지에 왔어?
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_GSWE |= 새로운 상점주인가 봐?
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_GSWE |= 언젠가 가게를 운영할 거야?
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_GSWE |= 이카보드를 위해 좋은 일을 했다고 들었어.
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_GSWE |= 작은 가게 주인이네!
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_COOK |= 요리를 배운다고 들었어.
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_COOK |= 허바드가 들여보내줬어?
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_COOK |= 허바드 마스터를 만났구나!
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_COOK |= 요리사가 될 재목이군!
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_JAM |= 잼을 만들기 위한 고귀한 노력!
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_JAM |= 잼의 군주!
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_JAM |= 대회는 어땠어?
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_JAM |= 잼 대회에서 우승했어?
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_BILL_ILL |= 빌의 기분은 좀 나아졌어?
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_BILL_ILL |= 삼촌이 아프다고 들었어.
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_BILL_ILL |= 빌은 이제 괜찮아졌어?
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_BILL_ILL |= 빌은 어때?
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_MELEE |= 검은 잘 다뤄?
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_MELEE |= 조곤의 새 제자!
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_MELEE |= 몬스터 사냥꾼이야!
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_MELEE |= 검을 가지고 있구나, 그렇지?
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_ARCHER |= 사격 실력은 어느 정도야?
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_ARCHER |= 궁수들이야!
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_ARCHER |= 활은 잘 쏴?
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_ARCHER |= 사랑앵무의 꼬리를 쏠 수 있어!
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_TOTEM |= 어떻게 토템을 파괴했어?
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_TOTEM |= 저 사악한 것들을 박살내버려!
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_TOTEM |= 더 이상 토템은 없어!
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_TOTEM |= 할망의 눈에 한 방!
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_CONCERT |= 저 지옥 같은 소리는 뭐였지?
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_CONCERT |= 저건 무슨 음악이었어?
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_CONCERT |= 죽은 자의 콘서트? 나도 봤으면 좋았을 텐데!
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_CONCERT |= 천둥 소리 같았는데... 음악이었어!
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_NORTH_BRIDGE |= 북쪽에 있는 다리를 고쳤어?
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_NORTH_BRIDGE |= 다리를 고쳤구나, 특별한 해결사!
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_NORTH_BRIDGE |= 먼 북쪽까지 가봤어?
CONTEXTDIALOGUE_GENERAL_STORY_PROGRESS_NORTH_BRIDGE |= 꽤 큰 다리였어!

CONTEXTDIALOGUE_GENERAL_TOTEM_1 |= 뭔가 잘못됐어! 토템인가?
CONTEXTDIALOGUE_GENERAL_TOTEM_1 |= 이 냄새는 뭐지? 토템인가?
CONTEXTDIALOGUE_GENERAL_TOTEM_1 |= 홉이 움직인다! 토템이다!
CONTEXTDIALOGUE_GENERAL_TOTEM_1 |= 홉이 돌아다닌다!
CONTEXTDIALOGUE_GENERAL_TOTEM_1 |= 조심해!
CONTEXTDIALOGUE_GENERAL_TOTEM_1 |= 사악한 나무 구조물?
CONTEXTDIALOGUE_GENERAL_TOTEM_1 |= 홉이 문제를 일으키고 있어.
CONTEXTDIALOGUE_GENERAL_TOTEM_1 |= 근처에 토템이 있어
CONTEXTDIALOGUE_GENERAL_TOTEM_1 |= 저 토템을 쓰러뜨릴 사람이 필요해
CONTEXTDIALOGUE_GENERAL_TOTEM_1 |= 토템을 파괴해야 해
CONTEXTDIALOGUE_GENERAL_TOTEM_1 |= 토템을 제거해야 해
CONTEXTDIALOGUE_GENERAL_TOTEM_1 |= 홉이 다시 퀼을 침범했어
CONTEXTDIALOGUE_GENERAL_TOTEM_1 |= 토템을 다시 건설 중이야
CONTEXTDIALOGUE_GENERAL_TOTEM_1 |= 새 토템이 방금 지어졌어
CONTEXTDIALOGUE_GENERAL_TOTEM_1 |= 저 토템을 파괴해야 해

CONTEXTDIALOGUE_GENERAL_TOTEM_2 |= 저 토템들은 나빠
CONTEXTDIALOGUE_GENERAL_TOTEM_2 |= 더 많은 홉에 대해!
CONTEXTDIALOGUE_GENERAL_TOTEM_2 |= 홉을 조심해!
CONTEXTDIALOGUE_GENERAL_TOTEM_2 |= 덤불에서 홉을 봤어!
CONTEXTDIALOGUE_GENERAL_TOTEM_2 |= 왜 지금 채집이 이렇게 어렵지?
CONTEXTDIALOGUE_GENERAL_TOTEM_2 |= 장난이 벌어지고 있어
CONTEXTDIALOGUE_GENERAL_TOTEM_2 |= 토템을 봤어!
CONTEXTDIALOGUE_GENERAL_TOTEM_2 |= 점점 토템이 강해지고있어
CONTEXTDIALOGUE_GENERAL_TOTEM_2 |= 더 많은 토템들이 나타났어
CONTEXTDIALOGUE_GENERAL_TOTEM_2 |= 홉을 어떻게 좀 해줘
CONTEXTDIALOGUE_GENERAL_TOTEM_2 |= 농작물을 망치는 토템
CONTEXTDIALOGUE_GENERAL_TOTEM_2 |= 물고기를 죽이는 토템

CONTEXTDIALOGUE_GENERAL_TOTEM_3 |= 악이 퍼지고 있어!
CONTEXTDIALOGUE_GENERAL_TOTEM_3 |= 홉이 무서워
CONTEXTDIALOGUE_GENERAL_TOTEM_3 |= 저 토템을 없앨 수 있을까?
CONTEXTDIALOGUE_GENERAL_TOTEM_3 |= 홉이 땅을 빼앗고 있어!
CONTEXTDIALOGUE_GENERAL_TOTEM_3 |= 악이 퍼지고 있어! 토템!
CONTEXTDIALOGUE_GENERAL_TOTEM_3 |= 요즘 홉이 날뛰고 있어!
CONTEXTDIALOGUE_GENERAL_TOTEM_3 |= 홉을 정리할 건가?
CONTEXTDIALOGUE_GENERAL_TOTEM_3 |= 누가 홉을 정리해주지?
CONTEXTDIALOGUE_GENERAL_TOTEM_3 |= 저 토템들은 누가 정리해?
CONTEXTDIALOGUE_GENERAL_TOTEM_3 |= 토템이 솟아나고있어
CONTEXTDIALOGUE_GENERAL_TOTEM_3 |= 토템이 너무 많은 것을 파괴하고 있어
CONTEXTDIALOGUE_GENERAL_TOTEM_3 |= 저 토템에 꽂혔어
CONTEXTDIALOGUE_GENERAL_TOTEM_3 |= 토템 부수기 시간인가?
CONTEXTDIALOGUE_GENERAL_TOTEM_3 |= 어서, 홉을 부숴

CONTEXTDIALOGUE_GENERAL_TOTEM_EFFECTS |=나만 그런 걸까, 아니면 이젠 이 주변에 꽃이 없는 걸까? 저 홉이 무슨 이유에서인지 꽃을 훔쳐가는 건 아닐까?
CONTEXTDIALOGUE_GENERAL_TOTEM_EFFECTS |= 이 주변 토양은 사악함에 지배당해 농작물도 자라지 않아.
CONTEXTDIALOGUE_GENERAL_TOTEM_EFFECTS |= 동물도 위험을 감지할 수 있다는 거 알아? 여기 동물들이 정말 불행해 보여, 문제가 생겼나 봐.
CONTEXTDIALOGUE_GENERAL_TOTEM_EFFECTS |= 과일나무도 상태가 안 좋아 보이고 과일도 모두 자라지 않았어.
CONTEXTDIALOGUE_GENERAL_TOTEM_EFFECTS |= 물고기들도 뭔가 이상하다는 걸 알아채고 모두 다른 곳으로 떠났어.

CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_ITSRAW |= 혼자서 요리를 시작했구나?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_ITSRAW |= 뭔가 요리했다고 들었는데?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_ITSRAW |= 맛있는 음식을 만들었다고 들었는데? 인상적이야!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_HAILTOTHECHEF |= 별 다섯 개짜리 셰프가 우리 곁에 있구나.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_HAILTOTHECHEF |= 마스터 셰프님, 어서 오세요!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_HAILTOTHECHEF |= 너는 별 다섯 개짜리 셰프야! 정말 대단해!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_IRONMAIDEN |= 대장간에서 제작하는 걸 봤어?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_IRONMAIDEN |= 대장간에서 무언가를 만들고 있었어?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_IRONMAIDEN |= 대장간에서 기술을 연마하고 있는 걸 내가 발견한건가?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_HITTINGTHESWEETSPOTS |= 대장일이 능숙해졌다고 들었어.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_HITTINGTHESWEETSPOTS |= 자네의 대장장이 솜씨가 마을에서 소문이 자자하더군.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_HITTINGTHESWEETSPOTS |= 정말 숙련된 대장장이라는 자네의 소문을 들었어!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_JUSTASPOONFULOFSUGAR |= 첫 치료제는 어떻게 만들었어?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_JUSTASPOONFULOFSUGAR |= 약재상에서 일하고 있지?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_JUSTASPOONFULOFSUGAR |= 약재상에서 치료제를 만들고 있는 걸 내가 발견했군?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_GEORGETHINKSITSMARVELLOUS |= 5별 치료제를 만들었어? 인상적이야!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_GEORGETHINKSITSMARVELLOUS |= 별 다섯 개짜리 치료제를 만들었지?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_GEORGETHINKSITSMARVELLOUS |= 5성 치료제를 만들었다는 소문이 들리네, 잘했어!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_OPENALLHOURS |= 아, 가게 주인!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_OPENALLHOURS |= 아하! 상점 주인을 발견했군!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_OPENALLHOURS |= 아, 새로운 상점 주인이군! 많은 이용 해보도록하지!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_YOURESPECIAL |= 가게를 전문화했다고 들었는데?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_YOURESPECIAL |= 새로 단장한 가게가 특별해 보이네.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_YOURESPECIAL |= 상점을 전문화한거야? 훌륭해!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_PERKYBLINDER |= 모든 상점 특전을 잠금 해제한거야? 휴!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_PERKYBLINDER |= 모든 상점 특전을 잠금 해제한거야?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_PERKYBLINDER |= 상점 특전을 모두 잠금 해제한거야? 휴, 대단한 업적이야!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_YOUVEGOTAFRIENDINME |= 우정에는 혜택이 따르는 법이지, 알고있어?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_YOUVEGOTAFRIENDINME |= 친구를 사귀는 것은 좋은 일이지. 아주 유용해.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_YOUVEGOTAFRIENDINME |= 여기저기서 친구를 사귀고 있는 것 같네.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_THEYLIKEME |= 좋은 친구가 너를 도울 수 있다는 것을 알고 있지?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_THEYLIKEME |= 좋아받는다는 것은 언제나 좋은 느낌야.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_THEYLIKEME |= 친구는 필요할 때 도움을 줄 수 있다는 것을 기억해!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_THENPCWHOLOVEDME |= 누군가에게 깊은 인상을 남겼어!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_THENPCWHOLOVEDME |= 오! 사랑은 공중에 떠 있어. 꽃가루도 마찬가지야.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_THENPCWHOLOVEDME |= 정말 누군가에게 깊은 인상을 남겼군!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_AHITCHINTIME |= 그럼 퇴근한거야?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_AHITCHINTIME |= 결합을 축하해. 결혼 말이야.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_AHITCHINTIME |= 더 이상 나에게 선택권이 없는거야? 유감이지만 축하해!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_KINDERSURPRISE |= 작은 발소리를 들으니 정말 기쁘네!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_KINDERSURPRISE |= 가족이 늘어나는구나. 보기 좋아.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_KINDERSURPRISE |= 아이들을 잘 돌봐주면 아이들도 너를 돌봐줄 거야.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_COMBYOURHEIR |= 상속인의 머리를 빗겨주면 좋겠어.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_COMBYOURHEIR |= 새로운 삶이 시작되는거야!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_COMBYOURHEIR |= 왕위를 계승했구나?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_OOHYOUSHOULDNTHAVE |= 우리 마을 사람들은 선물을 좋아하지 않아?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_OOHYOUSHOULDNTHAVE |= 너는 사람의 마음을 잘 알지.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_OOHYOUSHOULDNTHAVE |= 모든 것은 선물에 있지. 그리고 반사 신경도.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_THESEARETHETHREEOFMYFAVOURITETHINGS |= 선물하기 업적은 운이 좋았나봐?!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_THESEARETHETHREEOFMYFAVOURITETHINGS |= 너는 사람들을 속속들이 알고 있구나.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_THESEARETHETHREEOFMYFAVOURITETHINGS |= 좋아요를 가득 채우는 것은 좋은 일이지.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_NOTICEABLEPROGRESS |= 작업 및 즐겨찾기. 호의와 작업!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_NOTICEABLEPROGRESS |= 너 푸른 엉덩이 파리처럼 뛰어다니는구나.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_NOTICEABLEPROGRESS |= 너는 사람들을 돕는 것을 좋아하는 것 같네.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_ILLCRYIFIWANTTO |= 생일 선물을 망쳤다고 들었는걸? 하아!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_ILLCRYIFIWANTTO |= 선물을 망쳤다고? 이런!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_ILLCRYIFIWANTTO |= 생일 선물을 망쳤다고 들었는데? 안 좋구나!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_PICNICINTHEWOODS |= 심플우드에서 살아남았다는 소문 들었어!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_PICNICINTHEWOODS |= 심플우드를 통과했다고요? 잘했어!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_PICNICINTHEWOODS |= 소문으로 들으니 심플우드에서 살아남았다고 하던데, 브라보!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_YOURESIMPLYTHEBEST |= 가장 깊은 심플우드에 들어갔다가 다시 나왔다고?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_YOURESIMPLYTHEBEST |= 너는 심플우드 마스터야!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_YOURESIMPLYTHEBEST |= 심플우드 숲이 너무 쉬운가 보네!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_HAGSTOTHELEFTOFMECROAKERSTOTHERIGHT |= 미드우드에서 살아남았다는 소문을 들었어?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_HAGSTOTHELEFTOFMECROAKERSTOTHERIGHT |= 미드우드에서 살아남아 전리품을 가져왔다고?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_HAGSTOTHELEFTOFMECROAKERSTOTHERIGHT |= 소문에 의하면 미드우드에서 살아남았다던데, 대단하다!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_STUCKINTHEMIDDLEWITHYOU |= 미드우드 괴물이구나! 감명받았어!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_STUCKINTHEMIDDLEWITHYOU |= 미드우드에 대한 사랑이 얼마나 깊은거야?!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_STUCKINTHEMIDDLEWITHYOU |= 미드우드에 또 가봤어? 겁이 없구나?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_WHENTHEGOINGGETSTOUGH |= 터프우드를 이겼다는 소문이 있다던데? 영웅적이야!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_WHENTHEGOINGGETSTOUGH |= 또 다른 전투를 끝마쳤어!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_WHENTHEGOINGGETSTOUGH |= 터프우드에서 힘들었어?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_THETOUGHGETGOING |= 터프우드에서 길을 잃었어?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_THETOUGHGETGOING |= 터프우드의 가장 깊은 곳에서도 살아남았다고 들었어.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_THETOUGHGETGOING |= 소문에 의하면 터프우드의 가장 깊은 곳에서 살아남았다고 들었어. 놀라워!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_LIKEABOSS |= 엘리트 몬스터를 쓰러뜨렸다고 들었는데?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_LIKEABOSS |= 엘리트 몬스터를 쓰러뜨렸다고?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_LIKEABOSS |= 저기 엘리트 몬스터 사냥꾼이 걸어온다!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_CRACKINGCARTOGRAPHY |= 사방에 맵스톤이 있단다, 알지?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_CRACKINGCARTOGRAPHY |= 너는 지도 제작자야.
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_CRACKINGCARTOGRAPHY |= 이제 퀼에 대해 잘 아는거야?
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_ALLMAPPEDOUT |= 아, 위대한 탐험가가 우리 가운데 있구나!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_ALLMAPPEDOUT |= 지도 제작자 중 최고!
CONTEXTDIALOGUE_GENERAL_ACHIEVEMENT_ALLMAPPEDOUT |= 위대한 탐험가가 우리 가운데 있군! 놀라워!
