Pickup_Kynseed |= 킨시드
Pickup_Description_671 |= 성장력이 강하고 맛이 강한\n 썸머다운 민트는 낭비되지 않습니다.
Pickup_672 |= 민트 위치 2
Pickup_Description_672 |= 썸머다운 허브는 모두 아침 햇살 속에서만\n 자라는 것 같습니다.
Pickup_673 |= 민트 사용법
Pickup_Description_673 |= 민트는 시원하고 재미있으며,\n 영혼을 진정시키고 흥분을 가라앉혀줍니다.
Pickup_674 |= 파슬리 위치 1
Pickup_Description_674 |= 파슬리, 파슬리, 푸르고 맑은\n 썸머다운에서 머리를 풀어주세요.
Pickup_675 |= 파슬리 위치 2
Pickup_Description_675 |= 아침 햇살이 파슬리의 볼을\n 따뜻하게 데워줍니다.
Pickup_676 |= 파슬리 사용법
Pickup_Description_676 |= 파슬리는 머리부터 아픈 발까지\n 깨끗하고 깔끔하게 치료합니다.
Pickup_677 |= 썩은 사과 위치 1
Pickup_Description_677 |= 사과를 링에 던지면 썩은 사과가 생깁니다.
Pickup_678 |= 썩은 사과 위치 2
Pickup_Description_678 |= 요정 반지에 사과를 넣으면, 가장 어두운 것을 좋아할 것입니다.
Pickup_679 |= 썩은 사과 사용법
Pickup_Description_679 |= 썩은 사과 독약, 그들은 공중을 아주 멋지게 날아갑니다!
Pickup_680 |= 무지개 버섯 위치 1
Pickup_Description_680 |= 광산이나 동굴 밖으로 나가면\n무지개 버섯이 파도를 일으킵니다.
Pickup_681 |= 무지개 버섯 위치 2
Pickup_Description_681 |= 무지개버섯은 비가 와서n싹이 나기를 기다리며 누워 있습니다.
Pickup_682 |= 무지개 버섯 사용법
Pickup_Description_682 |= 무지개 버섯 특성은 반발력을 갖고\n 용감하게 만들고 구름 냄새도 맡게 합니다.
Pickup_683 |= 휘슬뿌리 위치 1
Pickup_Description_683 |= 여름과 가을이 주는 감동,\n 휘슬뿌리를 보았을 때.
Pickup_684 |= 휘슬뿌리 위치 2
Pickup_Description_684 |= 자정이 지나야만,\n 휘슬뿌리를 찾을 수 있습니다.
Pickup_685 |= 휘슬뿌리 사용법
Pickup_Description_685 |= 배를 튼튼하게 하고 회복을 돕고,\n 휘슬러루트는 근육에 활력을 줍니다.
Pickup_358 |= 토끼 사탕 위치 1
Pickup_Description_358 |= 설탕에 절인 토끼는 매우 달콤합니다.\n 상점에서 구매하려면 발을 이용하세요!
Pickup_359 |= 토끼 사탕 위치 2
Pickup_Description_359 |= 가장 좋아하는 선물이자 매우 저렴한\n 토끼 사탕는 유용한 과자입니다.
Pickup_388 |= 토끼 사탕 사용법
Pickup_Description_388 |= 멋지고 멋진 우정을 원하시나요?\n 사탕으로 만든 토끼를 선물하세요.
Pickup_686 |= 다람쥐 사탕 위치 1
Pickup_Description_686 |= 다람쥐 사탕는 설탕이 풍부합니다.\n 가까운 상점에서 구입하세요!
Pickup_687 |= 다람쥐 사탕 위치 2
Pickup_Description_687 |= 생일 선물이 필요하신가요?\n 다람쥐 사탕를 경품으로 드립니다!
Pickup_688 |= 다람쥐 사탕 사용법
Pickup_Description_688 |= 맛있는 사탕에 담근 다람쥐,\n 우정을 쌓을때 매우 편리합니다.
Pickup_689 |= 돼지갈비 위치 1
Pickup_Description_689 |= 돼지에게 가스가 찬 사과를 주고,\n 돼지고기에 새총을 주면 번거로움이 없습니다.
Pickup_690 |= 돼지갈비 위치 2
Pickup_Description_690 |= 사랑스러운 암퇘지를 터뜨리고 싶지 않으신가요?\n 상점에서 돼지고기를 팔고 있으니 그곳으로 가보세요!
Pickup_691 |= 돼지갈비 사용법
Pickup_Description_691 |= 개는 이 고기를 완전히 좋아하고,\n 조금 치유하고, 당신을 강하게 만듭니다.
Pickup_692 |= 달걀 위치 1
Pickup_Description_692 |= 꼬꼬댁은 하루에 한 번씩 당신을 볼 때\n 산란할 준비가 된 것입니다.
Pickup_693 |= 달걀 위치 2
Pickup_Description_693 |= 새총을 쏘면 닭이 겁을 먹고\n달걀이 튀어나옵니다.
Pickup_694 |= 달걀 사용법
Pickup_Description_694 |= 계란은 힐링의 즐거움으로 가득하지만(만세!),\n동시에 도망치게 만들기도 합니다.
Pickup_695 |= 닭다리 위치 1
Pickup_Description_695 |= 가스가 찬 사과는 닭을 부풀게 하고,\n 새총은 닭을 아주 잘 터뜨립니다.
Pickup_696 |= 닭다리 위치 2
Pickup_Description_696 |= 닭다리은 브라스로 구입하면\n **을 터뜨리지 않아도 됩니다.
Pickup_697 |= 닭다리 사용법
Pickup_Description_697 |= 닭고기는 근육을 튼튼하게 하고,\n 치유하고, 강아지의 혀를 길게 만들어줍니다.
Pickup_698 |= 꿀 위치 1
Pickup_Description_698 |= 꿀벌은 겨울에 눈이 오면 동면하는데,\n이때 꿀이 모두 사라집니다.
Pickup_700 |= 꿀 사용법
Pickup_Description_700 |= 매력적인 꿀을 땅에 던지면\n속도가 느려지는 것으로 밝혀졌습니다.
Pickup_701 |= 우유 위치 1
Pickup_Description_701 |= 젖소는 하루에 두 번만 우유를 주므로\n통에 우유를 채우고 떠나세요!
Pickup_703 |= 우유 사용법
Pickup_Description_703 |= 우유가 어디에 쓰이는지 궁금하지만\n가끔 문 옆에 두고 가세요!
Pickup_704 |= 밀가루 위치 1
Pickup_Description_704 |= 밀가루는 맷돌에서 만들어지므로\n거인이 뼈를 갈듯이 갈아주세요.
Pickup_705 |= 밀가루 위치 2
Pickup_Description_705 |= 언덕 아래의 멜로우필드에서\n밀가루는 유명한 방앗간에서 생산됩니다.
Pickup_706 |= 밀가루 사용법
Pickup_Description_706 |= 밀가루는 파이와 빵에 사용되므로\n머리가 아닌 스토브를 사용하세요!
Pickup_587 |= 심장뿌리 위치 1
Pickup_Description_587 |= 에르그린의 땅에서는\n튼튼한 심장뿌리를 볼 수 있습니다.
Pickup_588 |= 심장뿌리 위치 2
Pickup_Description_588 |= 홀수 날일 때,\n심장뿌리는 잠들어 있던 곳에서 깨어납니다.
Pickup_589 |= 심장뿌리 사용법
Pickup_Description_589 |= 심장뿌리를 씹으면 기운이 솟아나고,\n냄새는 좋지만 상당히 어두워집니다.
Pickup_360 |= 많은 손가락 물고기 위치 1
Pickup_Description_360 |= 많은 손가락의 물고기들이 분주하게 움직입니다.\n나무 인간들이 바스락거리는 곳에서요.
Pickup_373 |= 많은 손가락 물고기 위치 2
Pickup_Description_373 |= 에버그린 웅덩이에서는\n 많은 손가락 물고기를 볼 수 있습니다.
Pickup_374 |= 많은 손가락 물고기 사용법
Pickup_Description_374 |= 많은 손가락의 물고기는 나쁜 마음의 씨앗을 심지만\n적의 출혈을 일으키는 무기를 만듭니다.
Pickup_707 |= 청어 토스트
Pickup_Description_707 |= 식사를 해결하세요.
Pickup_708 |= 청어 토스트
Pickup_Description_708 |= 청어, 토마토, 바질.
Pickup_709 |= 걸쭉한 광주리
Pickup_Description_709 |= 수다스러운 기사에게 좋습니다.
Pickup_710 |= 걸쭉한 광주리
Pickup_Description_710 |= 엉겅퀴, 래디시, 당근.
Pickup_711 |= 수면 홍차차
Pickup_Description_711 |= 경멸하는 맛이나는 나쁜 녀석.
Pickup_712 |= 수면 홍차차
Pickup_Description_712 |= 블루베리, 카모마일, 버섯.
Pickup_713 |= 시비걸기 파이
Pickup_Description_713 |= 과녁의 흔적이 남아 있습니다.
Pickup_714 |= 시비걸기 파이
Pickup_Description_714 |= 창꼬치, 실버스케일, 파슬리.
Pickup_716 |= 구스베리 파이
Pickup_Description_716 |= 구스베리, 휘슬뿌리, 민트.
Pickup_717 |= 쟁기꾼 빵
Pickup_Description_717 |= 흥미로운 맛의 그물망.
Pickup_718 |= 쟁기꾼 빵
Pickup_Description_718 |= 배, 돼지갈비, 상추.
Pickup_719 |= 물고기 그물 육수
Pickup_Description_719 |= 프랑켄푸르터와 잘 어울립니다.
Pickup_720 |= 물고기 그물 육수
Pickup_Description_720 |= 체크무늬 처브, 폰드러커, 연어.
Pickup_721 |= 깃발고기 파이
Pickup_Description_721 |= 현수막을 만들 수 있습니다.
Pickup_722 |= 깃발고기 파이
Pickup_Description_722 |= 깃발고기, 깃발고기, 로리안테.
Pickup_723 |= 매콤한 닭고기 수프
Pickup_Description_723 |= 냄비에 넣고 푹 익힙니다.
Pickup_724 |= 매콤한 닭고기 수프
Pickup_Description_724 |= 생강, 닭다리, 쐐기풀.
Pickup_725 |= 구스베리 잼
Pickup_Description_725 |= 항아리는 이름이 없습니다.
Pickup_726 |= 구스베리 잼
Pickup_Description_726 |= 구스베리, 구스베리, 꿀.
Pickup_727 |= 노예와 잔디밭
Pickup_Description_727 |= 투박한 소스에.
Pickup_728 |= 노예와 잔디밭
Pickup_Description_728 |= 돼지갈비, 강 송어, 파슬리.
Pickup_729 |= 매운 치킨 샌드위치
Pickup_Description_729 |= 조류 참조.
Pickup_730 |= 매운 치킨 샌드위치
Pickup_Description_730 |= 닭다리, 상추, 백리향.
Pickup_731 |= 하늘을 담은 파이
Pickup_Description_731 |= 섬유질이 풍부합니다.
Pickup_732 |= 하늘을 담은 파이
Pickup_Description_732 |= 무지개 버섯, 피시 위시, 개박하.
Pickup_733 |= 스터비 커스터드
Pickup_Description_733 |= 포 페이스는 안 됩니다.
Pickup_734 |= 스터비 커스터드
Pickup_Description_734 |= 민트, 딸기, 꿀.
Pickup_735 |= 리스케비스크
Pickup_Description_735 |= 나무 냄새가 납니다.
Pickup_736 |= 리스케비스크
Pickup_Description_736 |= 달물고기, 바질, 바늘고기.
Pickup_737 |= 피시 굿존스
Pickup_Description_737 |= 달달한 느낌으로.
Pickup_738 |= 피시 굿존스
Pickup_Description_738 |= 연준모치, 백리향, 많은 손가락 물고기.
Pickup_739 |= 긴 빵
Pickup_Description_739 |= 가방에 넣으세요.
Pickup_740 |= 긴 빵
Pickup_Description_740 |= 장어, 파슬리, 바질.
Pickup_741 |= 심장뿌리
Pickup_Description_741 |= 고동쳐, 친구.
Pickup_647 |= 루아크라 위치 1
Pickup_Description_647 |= 루아크라가 부드럽게 흔들리는 곳,\n녹색 아이들이 놀이를 하는 곳.
Pickup_648 |= 루아크라 위치 2
Pickup_Description_648 |= 루아크라는 모든 것이 2로 나뉘는 날에\n당신을 감동시키기 위해 꽃을 피웁니다.
Pickup_649 |= 루아크라 사용법
Pickup_Description_649 |= 루아크라를 육수와 함께 섭취하면\n강인하고 용감해집니다.
Pickup_750 |= 지금은 잊어요 씨앗
Pickup_Description_750 |= 선물하면 NPC의 의견을\n중립으로 만드는 꽃을 재배합니다.
Pickup_751 |= 지금은 잊어요 꽃
Pickup_Description_751 |= 음... 그건... 음...
Pickup_752 |= 놉의 눈알
Pickup_Description_752 |= 끝까지 싸웠습니다.
Pickup_753 |= 영혼의 정수
Pickup_Description_753 |= 죽도록 좋습니다.
Pickup_754 |= 고대의 천
Pickup_Description_754 |= 팬티는 아니길 바랍니다.
Pickup_755 |= 나이트 꼬리
Pickup_Description_755 |= 아악 손님이 되세요.
Pickup_756 |= 검은 발
Pickup_Description_756 |= 추가 패딩.
Pickup_757 |= 누런 심장
Pickup_Description_757 |= 완전히 작동합니다.
Pickup_758 |= 마녀의 천
Pickup_Description_758 |= 건드리지 마세요.
Pickup_759 |= 자수정
Pickup_Description_759 |= 귀중한 색을 가지고있습니다.
Pickup_760 |= 짐승 간
Pickup_Description_760 |= 양파 기사님들이 좋아하시더라고요.
Pickup_761 |= 짐승 꼬리
Pickup_Description_761 |= 아름답습니다.
Pickup_762 |= 짐승 발톱
Pickup_Description_762 |= 재능 있습니다.
Pickup_763 |= 님프의 날개
Pickup_Description_763 |= 설렘이 아니라니 믿을 수가 없네요.
Pickup_764 |= 유리 눈물
Pickup_Description_764 |= 유리 눈에서 흘러나왔나요?
Pickup_772 |= 부-두-두-원
Pickup_Description_772 |= 저주를 추방합니다.
Pickup_773 |= 쉬잇 옥수수죽
Pickup_Description_773 |= 더 개방적으로 행동하도록 장려합니다.
Pickup_142 |= 클로티드 크림
Pickup_Description_142 |= 클라레의 흐름을 막습니다.
Pickup_146 |= 경재 팅크제
Pickup_Description_146 |= 침대에 스프링을 설치합니다.
Pickup_749 |= 율리시스
Pickup_Description_749 |= 에미쿠스에게 그들이 얼마나 사랑스러운지 전해주세요.
Pickup_789 |= 복부 교정
Pickup_Description_789 |= 은색 (배) 안감.
Pickup_790 |= 걸리버 여행
Pickup_Description_790 |= 릴리는 그것을 자신의 뱃속에 넣었습니다.
Pickup_792 |= 번아웃
Pickup_Description_792 |= 화상 완화를 위한 올바른 기준.
Pickup_793 |= Blind Sear
Pickup_Description_793 |= In Spire-ing.
Pickup_795 |= Spring Whiff
Pickup_Description_795 |= Gives a minx effect
Pickup_796 |= Hold the Odor!
Pickup_Description_796 |= A fragrance for gamey thrones.
Pickup_798 |= Farsight Potion
Pickup_Description_798 |= Accidental little happies.
Pickup_800 |= Angst Away
Pickup_Description_800 |= Unnerving.
Pickup_802 |= Dram Stokers Salve
Pickup_Description_802 |= Stops you coffin up blood.
Pickup_804 |= Beautiful Sleeping Powder
Pickup_Description_804 |= Puts you in a coma, full stop.
Pickup_807 |= Bone-No
Pickup_Description_807 |= You too can get the edge on breakages.
Pickup_809 |= 응급 와드
Pickup_Description_809 |= The Blair ditch project.
Pickup_811 |= Poetry in Lotion
Pickup_Description_811 |= Makes you well versed in talking.
Pickup_813 |= Poppy Perkup
Pickup_Description_813 |= Pains the dull.
Pickup_814 |= Emotion-in-Motion
Pickup_Description_814 |= Makes blues moody.
Pickup_816 |= Ditch Channel No. 8
Pickup_Description_816 |= Become the boss.
Pickup_819 |= Gore Blimey
Pickup_Description_819 |= Mary will be poppin those blisters.
Pickup_820 |= Beast Soother
Pickup_Description_820 |= The side effects are tame.
Pickup_822 |= Bee Gone
Pickup_Description_822 |= Get rid of the hives.
Pickup_823 |= Buzz Off
Pickup_Description_823 |= Honey, I'm better.
Pickup_825 |= Jinx Drinx
Pickup_Description_825 |= Hex are gone.
Pickup_826 |= Snitches Brew
Pickup_Description_826 |= Bad juju for bad pupu.
Pickup_828 |= Cons Table Salts
Pickup_Description_828 |= Hey! Wayne said it works great.
Pickup_829 |= Country Bumpin
Pickup_Description_829 |= Ooooo... Ahhhhh.
Pickup_831 |= Bust Ghoster
Pickup_Description_831 |= Makes you feel good.
Pickup_832 |= Hold Haunts
Pickup_Description_832 |= Umbrella cooperation.
Pickup_837 |= Arc Aid
Pickup_Description_837 |= Pop that Blubba.
Pickup_838 |= Paracetemol Stars
Pickup_Description_838 |= Will also remove bubble memories.
Pickup_840 |= High Res Solution
Pickup_Description_840 |= 2d or not 2d.
Pickup_841 |= 8 Bit Dust
Pickup_Description_841 |= Be my Guest.
Pickup_817 |= Failed Cure
Pickup_Description_817 |= 
Pickup_843 |= Failed Cure
Pickup_Description_843 |= 
Pickup_844 |= Failed Cure
Pickup_Description_844 |= 
Pickup_845 |= Pile Driver
Pickup_Description_845 |= Bottom exorcise.
Pickup_846 |= Bummed Out
Pickup_Description_846 |= Don't be left behind.
Pickup_848 |= Mind Blower
Pickup_Description_848 |= Reduces head size.
Pickup_849 |= Cranium Drainium
Pickup_Description_849 |= Gloggin for your noggin.
Pickup_821 |= Judith's Charming Charm
Pickup_Description_821 |= Halves the negative effect from negative Wheel of Delight results.
Pickup_747 |= 루아크라
Pickup_Description_747 |= Well pronounced.
Pickup_746 |= 달 가시
Pickup_Description_746 |= Best left unsaid.
Pickup_165 |= 셰더리스 광석
Pickup_Description_165 |= Mined over matter.
Pickup_742 |= 엘더베리
Pickup_Description_742 |= Taste as ancient as they look.
Pickup_715 |= 황혼 체리
Pickup_Description_715 |= Twy lighting them.
Pickup_748 |= 마가목 열매
Pickup_Description_748 |= Bless you.
Pickup_743 |= 로리안테
Pickup_Description_743 |= 진지한 물고기의 진지한 이름입니다.
Pickup_744 |= 바늘고기
Pickup_Description_744 |= Water sucks! It really, really sucks!
Pickup_745 |= 많은 손가락 물고기
Pickup_Description_745 |= Find us one with your bird's eye.
Pickup_518 |= 셰더리스 양동이
Pickup_Description_518 |= Do not put it on your head.
Pickup_257 |= 셰더리스 삽
Pickup_Description_257 |= Makes you down.
Pickup_256 |= 셰더리스 낫
Pickup_Description_256 |= Fairy good at cutting.
Pickup_248 |= 셰더리스 검
Pickup_Description_248 |= Edgy. Strong vs Ogyr.
Pickup_251 |= 셰더리스 장신구
Pickup_Description_251 |= Glimmers like... er... 셰더리스.
Pickup_254 |= 셰더리스 와드
Pickup_Description_254 |= Oi! Biggun! This ward will reduce Ogyr's STAMINA if equipped before combat.
Pickup_824 |= 묽은 심장 뿌리 수프
Pickup_Description_824 |= Hearty, rooty and erm, brothy.
Pickup_827 |= 심장 뿌리 씨앗
Pickup_Description_827 |= We prefer it with pulses.
Pickup_830 |= 묽은 심장 뿌리 수프
Pickup_Description_830 |= 심장뿌리, 양배추, 알로에 베라.
Pickup_833 |= Piscatootle
Pickup_Description_833 |= For whistling at birds.
Pickup_834 |= 유리 렌즈
Pickup_Description_834 |= 언젠가 당신을 데려다줄 신비로운 선물입니다.
Pickup_835 |= 유리 렌즈
Pickup_Description_835 |= 옵스큐라에 딱 맞습니다. 헨지에서 사용해보세요.
Pickup_836 |= 유리 렌즈
Pickup_Description_836 |= 옵스큐라 렌즈, 헨지에서 사용해보세요.
Pickup_839 |= Cemetery Tower 열쇠
Pickup_Description_839 |= 맞는 자물쇠를 찾아보세요.
Pickup_842 |= 돈 가방
Pickup_Description_842 |= 
Pickup_847 |= 루비 펜던트
Pickup_Description_847 |= 보너스 FP 획득 기회입니다.
Pickup_850 |= 사파이어 펜던트
Pickup_Description_850 |= 보너스 도구 XP를 얻을 수 있는 기회입니다.
Pickup_851 |= 다이아몬드 펜던트
Pickup_Description_851 |= 검이나 활의 치명타 확률이 증가합니다.
Pickup_852 |= 에메랄드 펜던트
Pickup_Description_852 |= 제작 결과에 별 1개를 추가할 수 있는 기회입니다.
Pickup_853 |= 범파 우유
Pickup_Description_853 |= 
Pickup_855 |= 실버스케일 위치 2
Pickup_Description_855 |= Anytime when it's not dark,\n 실버스케일 likes to have a lark.
Pickup_856 |= 실버스케일 사용법
Pickup_Description_856 |= 실버스케일 the shimmering dart,\n Tastes quite nice and stops a fart.
Pickup_857 |= 실버스케일 위치 1
Pickup_Description_857 |= Everywhere in any water,\n 실버스케일 glitters just like it oughta.
Pickup_859 |= 저주고기 위치 1
Pickup_Description_859 |= 저주고기, 욕쟁이 바보들은\n 웅덩이가 아닌 연못에서 스스로를 완성합니다.
Pickup_860 |= 저주고기 위치 2
Pickup_Description_860 |= 천둥의 박수같은 저주고기, 방금 뭐라고했는지 궁금한가요?
Pickup_861 |= 저주고기 사용법
Pickup_Description_861 |= Curesfish는 입술에 힘을 빼고 진실을 말하지만\n 저주를 퍼붓기도 합니다.
Pickup_858 |= Healing Cream
Pickup_Description_858 |= HP saucy.
Pickup_862 |= Flame Phial
Pickup_Description_862 |= I love the smell of Flame Phial in the mourning.
Pickup_863 |= Stink Bomb
Pickup_Description_863 |= Goes off badly.
Pickup_854 |= Tough Skin Powder
Pickup_Description_854 |= Makes you a hardcase.
Pickup_864 |= 복부 교정
Pickup_Description_864 |= 은색 (배) 안감.
Pickup_865 |= 걸리버 여행
Pickup_Description_865 |= Lily put it in her tummy .
Pickup_866 |= 번아웃
Pickup_Description_866 |= 화상 완화를 위한 올바른 기준.
Pickup_867 |= Blind Sear
Pickup_Description_867 |= Inspires.
Pickup_868 |= Spring Whiff
Pickup_Description_868 |= Gives a minx effect.
Pickup_869 |= Hold the Odor!
Pickup_Description_869 |= A fragrance for gamey thrones.
Pickup_870 |= Farsight Potion
Pickup_Description_870 |= Accidental little happies.
Pickup_871 |= 선명한 색의 물약
Pickup_Description_871 |= 보라색 구름이 울고 싶었던 적이 있나요? 이걸 받으세요.
Pickup_872 |= 펩 파우더
Pickup_Description_872 |= 당신의 봄에 한 걸음 더 다가가세요.
Pickup_873 |= Angst Away
Pickup_Description_873 |= No tears or fears.
Pickup_874 |= Dram Stokers Salve
Pickup_Description_874 |= Stops you coffin up blood.
Pickup_875 |= 클로티드 크림
Pickup_Description_875 |= 클라레의 흐름을 막습니다.
Pickup_876 |= Beautiful Sleeping Powder
Pickup_Description_876 |= Puts you in a coma, full stop.
Pickup_877 |= 낮잠 별 파우더
Pickup_Description_877 |= 잠들기 위해 짐을 내려놓으세요.
Pickup_878 |= 쉽게 가자 물약
Pickup_Description_878 |= 용기가 필요하군요.
Pickup_879 |= 플로팔롯 물약
Pickup_Description_879 |= 젠장, 추락하고 있어!
Pickup_880 |= Bone-No
Pickup_Description_880 |= You too can get the edge on breakages.
Pickup_881 |= 연고-약
Pickup_Description_881 |= 근육통에 좋은 문지르기.
Pickup_882 |= 응급 와드
Pickup_Description_882 |= The Blair ditch project.
Pickup_883 |= 부-두-두-원
Pickup_Description_883 |= Banishes Curses.
Pickup_884 |= Poetry in Lotion
Pickup_Description_884 |= Makes you well versed in talking.
Pickup_885 |= 쉬잇 옥수수죽
Pickup_Description_885 |= 더 개방적으로 행동하도록 장려합니다.
Pickup_886 |= 양귀비 Perkup
Pickup_Description_886 |= Pains the dull.
Pickup_887 |= Emotion-in-Motion
Pickup_Description_887 |= Makes blues moody.
Pickup_888 |= Ditch Channel No. 8
Pickup_Description_888 |= Become the boss.
Pickup_889 |= 경재 팅크제
Pickup_Description_889 |= 침대에 스프링을 설치합니다.
Pickup_890 |= Gore Blimey
Pickup_Description_890 |= Mary will be poppin those blisters.
Pickup_891 |= Beast Soother
Pickup_Description_891 |= The side effects are tame.
Pickup_892 |= Bee Gone
Pickup_Description_892 |= Get rid of the hives.
Pickup_893 |= Buzz Off
Pickup_Description_893 |= Buzz off.
Pickup_894 |= Jinx Drinx
Pickup_Description_894 |= Hex are gone.
Pickup_895 |= Snitches Brew
Pickup_Description_895 |= Bad juju for bad pupu.
Pickup_896 |= Cons Table Salts
Pickup_Description_896 |= Hey! Wayne said it works great.
Pickup_897 |= Country Bumpin
Pickup_Description_897 |= Ooooo... Ahhhhh.
Pickup_898 |= Bust Ghoster
Pickup_Description_898 |= Makes you feel good.
Pickup_899 |= Hold Haunts
Pickup_Description_899 |= Umbrella cooperation.
Pickup_900 |= Arc Aid
Pickup_Description_900 |= Pop that Blubba.
Pickup_901 |= Paracetemol Stars
Pickup_Description_901 |= Will also remove bubble memories.
Pickup_902 |= High Res Solution
Pickup_Description_902 |= 2d or not 2d.
Pickup_903 |= 8 Bit Dust
Pickup_Description_903 |= Cures the whole spectrum.
Pickup_904 |= Pile Driver
Pickup_Description_904 |= Bottom exorcise.
Pickup_905 |= Bummed Out
Pickup_Description_905 |= Don't be left behind.
Pickup_906 |= Mind Blower
Pickup_Description_906 |= Reduces head size.
Pickup_907 |= Cranium Drainium
Pickup_Description_907 |= Gloggin for your noggin.
Pickup_908 |= 구리 참
Pickup_Description_908 |= Your CONSTITUTION goes up when this charm is equipped for combat.
Pickup_909 |= 주석 참
Pickup_Description_909 |= Equip this charm before combat and your STRENGTH will be up vs Hobs, Nobs and Lobs.
Pickup_910 |= 아연 참
Pickup_Description_910 |= SPEED is up, when you equip this charm for combat.
Pickup_911 |= 루미늄 참
Pickup_Description_911 |= Equip this charm to increase visibility in combat zones. Reduced fog.
Pickup_912 |= 셰더리스 참
Pickup_Description_912 |= Equip this charm before combat to increase your Fae pet's STAMINA.
Pickup_913 |= 참 몰드
Pickup_Description_913 |= 대장간에서 사용하는 금형입니다.
Pickup_914 |= 독 주머니
Pickup_Description_914 |= Pretty gross really.
Pickup_915 |= 할망의 이빨
Pickup_Description_915 |= But witch one?
Pickup_916 |= 할망의 머리카락
Pickup_Description_916 |= Does it matter?
Pickup_917 |= 할망의 눈알
Pickup_Description_917 |= Socket to the enemy.
Pickup_918 |= 활
Pickup_Description_918 |= Your ranged weapon.
Pickup_919 |= 버섯 위치 1
Pickup_Description_919 |= On a Mushroom you can certainly bet,\n To find them wherever it is wet.
Pickup_920 |= 버섯 위치 2
Pickup_Description_920 |= Mushroom, the most curious thing, You never find them during Spring.
Pickup_921 |= 버섯 사용법
Pickup_Description_921 |= You would think that Mushrooms make you hazy, But in fact they make you lazy.
Pickup_922 |= Cleansing Water
Pickup_Description_922 |= It's hydromatic.
Pickup_923 |= Blessed Water
Pickup_Description_923 |= Splash Damage.
Pickup_924 |= Bee Jar
Pickup_Description_924 |= Buzz off, monsters!
Pickup_925 |= The Silver Nox
Pickup_Description_925 |= Dedicated.
Pickup_112 |= Cointail
Pickup_Description_112 |= A bit rich.
Pickup_115 |= Weed Skimmer
Pickup_Description_115 |= In a rush.
Pickup_116 |= 순무
Pickup_Description_116 |= It's shaped like a thingy!
Pickup_130 |= 고수
Pickup_Description_130 |= 우리에겐 다니아가 있어요.
Pickup_131 |= 알로에 베라
Pickup_Description_131 |= Hello Edna.
Pickup_83 |= 연어
Pickup_Description_83 |= It's a salmonidae.
Pickup_135 |= 우유 이끼
Pickup_Description_135 |= Lacks toes.
Pickup_136 |= Dank Moss
Pickup_Description_136 |= Slip it in your food.
Pickup_137 |= 달콤 이끼
Pickup_Description_137 |= 달콤함의 표본.
Pickup_138 |= Grape 잼
Pickup_Description_138 |= Stop wining.
Pickup_148 |= 나이트베리 잼
Pickup_Description_148 |= A bed spread.
Pickup_149 |= 설탕 자두 잼
Pickup_Description_149 |= An Elfy alternative.
Pickup_150 |= 엘더베리 잼
Pickup_Description_150 |= Past its sell by date.
Pickup_151 |= 황혼 체리 잼
Pickup_Description_151 |= Sunsetting jelly.
Pickup_152 |= Offally Quick Bake
Pickup_Description_152 |= Organically produced.
Pickup_153 |= Chop Gooey
Pickup_Description_153 |= Oozes flavour.
Pickup_154 |= Dynasty Broth
Pickup_Description_154 |= Eat if you fallon hard times.
Pickup_155 |= Seduction Reduction
Pickup_Description_155 |= Woo who.
Pickup_156 |= Llaranfast
Pickup_Description_156 |= Better out than in.
Pickup_157 |= Sunset Driveover
Pickup_Description_157 |= Not for insomniacs.
Pickup_158 |= Brackenbarm
Pickup_Description_158 |= Gives you brainfart, literally.
Pickup_160 |= Faery Bread
Pickup_Description_160 |= Wash it down with sprite.
Pickup_926 |= Berry Bright Bread
Pickup_Description_926 |= Make Mary.
Pickup_927 |= Hokey Hoagie
Pickup_Description_927 |= Put your left bread in.
Pickup_928 |= Angled Wedge
Pickup_Description_928 |= A chip off the old block.
Pickup_929 |= Vera's Victory Veggie
Pickup_Description_929 |= We'll meat again.
Pickup_930 |= Creek n Coop
Pickup_Description_930 |= Free deliverance.
Pickup_931 |= Stinging Sponge
Pickup_Description_931 |= Quite a sharp taste.
Pickup_932 |= Fiery Flan
Pickup_Description_932 |= Pass the cream mate.
Pickup_933 |= 딸기 잼
Pickup_Description_933 |= 딸기, 꿀, 민트.
Pickup_934 |= 블루베리 잼
Pickup_Description_934 |= 블루베리, 꿀, 블루베리.
Pickup_935 |= 구미얌 파이
Pickup_Description_935 |= 꿀, 구미 버섯, 딸기.
Pickup_936 |= 피시위시 파이
Pickup_Description_936 |= 저주고기, 피시 위시, Weed Skimmer.
Pickup_937 |= Grape 잼
Pickup_Description_937 |= 꿀, 포도, 포도.
Pickup_938 |= 나이트베리 잼
Pickup_Description_938 |= 나이트베리, 나이트베리, 나이트베리.
Pickup_939 |= 설탕 자두 잼
Pickup_Description_939 |= 설탕 자두, 설탕 자두, 설탕 자두.
Pickup_940 |= 엘더베리 잼
Pickup_Description_940 |= 엘더베리, 엘더베리, 엘더베리.
Pickup_941 |= 황혼 체리 잼
Pickup_Description_941 |= 황혼 체리, 황혼 체리, 황혼 체리.
Pickup_942 |= Offally Quick Bake
Pickup_Description_942 |= 플리커핀, 오팔 잉어, 블루베리.
Pickup_943 |= Chop Gooey
Pickup_Description_943 |= 돼지갈비, 구미 버섯, 꿀.
Pickup_944 |= Dynasty Broth
